street,name,city,postal,address,Latitude,Longitude,,date
247 Whitewood Ave New,Findlay's Drugstore,"Liskeard, ON",P0J 1P0,"247 Whitewood Ave New Liskeard, ON P0J 1P0",47.5092835,-79.681632,47.5092835-79.681632,2021-03-29
133 Hwy #11 & Grant Rd New,Wal-Mart Pharmacy,"Liskeard, ON",P0J 1P0,"133 Hwy #11 & Grant Rd New Liskeard, ON P0J 1P0",47.5328258,-79.6719679,47.5328258-79.6719679,2021-03-29
620 Arthur St W Thunder,Oak Medical Pharmacy,"Bay, ON",P7E 5R8,"620 Arthur St W Thunder Bay, ON P7E 5R8",48.3800648,-89.2960696,48.3800648-89.2960696,2021-03-29
901 Red River Rd Thunder,Shoppers Drug Mart,"Bay, ON",P7B 1K3,"901 Red River Rd Thunder Bay, ON P7B 1K3",48.4468575,-89.2501186,48.4468575-89.2501186,2021-03-29
109 Regina Ave Thunder,Dawson Heights Pharmacy,"Bay, ON",P7B 5B4,"109 Regina Ave Thunder Bay, ON P7B 5B4",48.4512623,-89.2553546,48.4512623-89.2553546,2021-03-29
681 Algonquin Blvd E Unit 5,Shoppers Drug Mart,"Timmins, ON",P4N 8S6,"681 Algonquin Blvd E Unit 5 Timmins, ON P4N 8S6",48.475925,-81.3157104,48.475925-81.3157104,2021-03-29
140 Scott St Fort,Pharmasave Fort Frances,"Frances, ON",P9A 1G6,"140 Scott St Fort Frances, ON P9A 1G6",48.6102783,-93.3989687,48.6102783-93.3989687,2021-03-29
109 6th Ave,Wallace Drug Store,"Cochrane, ON",P0L 1C0,"109 6th Ave Cochrane, ON P0L 1C0",49.0614446,-81.02549,49.0614446-81.02549,2021-03-29
142 Progress Crescent,Rexall,"Kapuskasing, ON",P5N 3H6,"142 Progress Crescent Kapuskasing, ON P5N 3H6",49.4251897,-82.4294117,49.4251897-82.4294117,2021-03-29
538 Park St,Loblaw Pharmacy,"Kenora, ON",P9N 1A1,"538 Park St Kenora, ON P9N 1A1",49.7673311,-94.4842897,49.7673311-94.4842897,2021-03-29
25 Duke St,Shoppers Drug Mart,"Dryden, ON",P8N 1E6,"25 Duke St Dryden, ON P8N 1E6",49.7827987,-92.8398382,49.7827987-92.8398382,2021-03-29
