X,Y,FID,OGF_ID,MOH_PRO_ID,SERV_TYPE,SERV_DET,EN_NAME,FR_NAME,EN_ALT,FR_ALT,ADDRESS_1,ADDRESS_2,ADDR_DESCR,COMMUNITY,POSTALCODE,GEO_UPT_DT,EFF_DATE
-79.52913243,43.64860528,1129,127907028,10163,Pharmacy,RP,Remedy's Al- Shafa Pharmacy, , , ,4922 Dundas Street West, , ,Toronto,M9A1B7, ,2.02E+13
-79.59010456,43.7855301,1130,127907029,10166,Pharmacy,RP,Medbrands Ida Pharmacy, , , ,53 Woodbridge Avenue,Unit 1, ,Vaughan,L4L9K9, ,2.02E+13
-80.39974349,43.40884109,1131,127907030,10174,Pharmacy,RP,Deer Ridge Pharmacy, , , ,4281 King Street East,Unit B, ,Kitchener,N2P2E9, ,2.02E+13
-79.22277794,43.76086381,1132,127907031,10175,Pharmacy,RP,Cedarbrae Medical Pharmacy, , , ,3630 Lawrence Avenue East, , ,Toronto,M1G1P6, ,2.02E+13
-79.19267853,43.76653901,1133,127907032,10176,Pharmacy,RP,Mda Discount Pharmacy, , , ,4125 Lawrence Avenue East, , ,Toronto,M1E2S2, ,2.02E+13
-79.55191316,43.84700011,1134,127907033,10180,Pharmacy,RP,Major Mac Pharmacy, , , ,3420 Major Mackenzie Drive West,Unit 101, ,Vaughan,L4H4J6, ,2.02E+13
-79.8532527,43.24139749,1136,127907035,10182,Pharmacy,RP,Smile Drug Store, , , ,517 Concession Street, , ,Hamilton,L8V1A6, ,2.02E+13
-79.44855656,44.22047438,1137,127907036,10184,Pharmacy,RP,Drugsmart Pharmacy #005, , , ,234 Dovedale Drive, , ,Georgina,L4P0H3, ,2.02E+13
-89.29606957,48.38006475,1138,127907037,10185,Pharmacy,RP,Oak Medical Pharmacy, , , ,620 Arthur Street West, , ,Thunder Bay,P7E5R8, ,2.02E+13
-79.23687686,43.87854833,1139,127907038,10187,Pharmacy,RP,Super Care Pharmacy, , , ,6633 Highway 7,Unit 101, ,Markham,L3P7P2, ,2.02E+13
-79.50408012,43.60127367,1140,127907039,10193,Pharmacy,RP,New Toronto Pharmacy, , , ,2898 Lake Shore Boulevard West, , ,Toronto,M8V1J2, ,2.02E+13
-79.43798062,43.87545992,1141,127907040,10197,Pharmacy,RP,Pars Medcial Pharmacy, , , ,10171 Yonge Street, , ,Richmond Hill,L4C1T5, ,2.02E+13
-79.4370084,43.63670418,1142,127907041,10199,Pharmacy,RP,Parkdale Pharmacy, , , ,1439 King Street West, , ,Toronto,M6K1H9, ,2.02E+13
-79.43025781,43.79718391,1143,127907042,10200,Pharmacy,RP,Sunmed Pharmacy, , , ,248 Steeles Avenue West,"Unit 10, Suite ELES", ,Vaughan,L4J1A1, ,2.02E+13
-79.86712122,43.49296783,1145,127907044,10207,Pharmacy,RP,Origins Pharmacy Milton, , , ,Bronte Street South,"Unit 2, 3-725", ,Milton,L9T9K1, ,2.02E+13
-79.38093898,43.64064558,1146,127907045,10208,Pharmacy,RP,Harbourfront Medicine Cabinet, , , ,8 York Street,Unit 1, ,Toronto,M5J2Y2, ,2.02E+13
-79.69077026,43.44397183,1148,127907047,10212,Pharmacy,RP,Speers Pharmacy, , , ,225 Speers Road,Unit 1, ,Oakville,L6K0J4, ,2.02E+13
-79.09247074,43.0891416,1149,127907048,10214,Pharmacy,RP,Main St Pharmacy, , , ,5904 Main Street, , ,Niagara Falls,L2G2Z8, ,2.02E+13
-78.96196709,42.90527317,1150,127907049,10216,Pharmacy,RP,Crescent Park Pharmacy, , , ,1264 Garrison Road,Unit 5, ,Fort Erie,L2A1P1, ,2.02E+13
-79.4236926,43.66230449,1151,127907050,10217,Pharmacy,RP,Bloor St Pharmacy, , , ,849 Bloor Street West, , ,Toronto,M6G1M3, ,2.02E+13
-78.92673656,43.92405685,1152,127907051,10218,Pharmacy,RP,Metro Pharmacy #536, , , ,4111 Thickson Road North, , ,Whitby,L1R2X3, ,2.02E+13
-82.74049319,42.03758704,1153,127907052,10219,Pharmacy,RP,Main St Pharmacy &Wellness Cnt, , , ,19 Main Street West, , ,Kingsville,N9Y1H2, ,2.02E+13
-79.32665477,43.69012479,1154,127907053,10220,Pharmacy,RP,East York Pharmasave 9773, , , ,840 Coxwell Avenue,Unit 102, ,Toronto,M4C5T2, ,2.02E+13
-79.80170757,43.12484637,1155,127907054,10221,Pharmacy,RP,Binbrook Family Health Phar, , , ,2537 Hamilton Regional Road 56,Unit B6, ,Hamilton,L0R1C0, ,2.02E+13
-79.38782899,43.66504749,1156,127907055,10223,Pharmacy,RP,Sanomed Pharm&compounding Cent, , , ,1000 Bay Street, , ,Toronto,M5S3A8, ,2.02E+13
-79.43184051,43.7298569,1157,127907056,10224,Pharmacy,RP,Murray Shore Pharmacy, , , ,3537 Bathurst Street, , ,Toronto,M6A2C7, ,2.02E+13
-76.4933298,44.23279342,1158,127907057,10226,Pharmacy,RP,New Day Pharmacy, , , ,162 Division Street, , ,Kingston,K7L3M6, ,2.02E+13
-79.67542546,43.43840483,1159,127907058,10227,Pharmacy,RP,Oak Lake Pharmacy, , , ,146 Lake Shore Road West,Unit A2, ,Oakville,L6K1E4, ,2.02E+13
-79.41779149,43.63988738,1160,127907059,10228,Pharmacy,RP,Metro Pharmacy #572, , , ,100 Lynn Williams Street, , ,Toronto,M6K3N6, ,2.02E+13
-79.71159121,43.86455061,1161,127907060,10230,Pharmacy,RP,Wal-Mart Pharmacy, , , ,150 McEwan Drive East, , ,Caledon,L7E2Y3, ,2.02E+13
-79.8691025,43.20568238,1162,127907061,10231,Pharmacy,RP,Tls Regal Care Drug Mart, , , ,480 Stone Church Road East,Unit 2, ,Hamilton,L8W0B1, ,2.02E+13
-74.60130699,45.59313403,1164,127907063,10233,Pharmacy,RP,Drugstore Pharmacy #4223, , , ,1560 Cameron Street, , ,Hawkesbury,K6A3S5, ,2.02E+13
-84.31774715,46.5228206,1165,127907064,10234,Pharmacy,RP,Shoppers Drug Mart #669, , , ,44 Great Northern Road, , ,Sault Ste. Marie,P6B4Y5, ,2.02E+13
-84.36873727,46.5380103,1166,127907065,10236,Pharmacy,RP,Shoppers Drug Mart # 929, , , ,364 Second Line West, , ,Sault Ste. Marie,P6C2J7, ,2.02E+13
-79.54499899,43.09749408,1167,127907066,10237,Pharmacy,RP,Smithville Pharmacy, , , ,128 St Catharines Street,Unit 102, ,Smithville,L0R2A0, ,2.02E+13
-79.78591512,43.75927279,1168,127907067,10238,Pharmacy,RP,Inspired Pharmacy, , , ,128 Inspire Boulevard, , ,Brampton,L6R3X8, ,2.02E+13
-92.8383852,49.78350897,1169,127907068,10239,Pharmacy,RP,Dryden Pharmacy, , , ,35 Whyte Avenue,Unit 1, ,Dryden,P8N1Z2, ,2.02E+13
-80.19602339,43.05635514,1170,127907069,10241,Pharmacy,RP,Ohsweken Best Care, , , ,753 Sour Springs Road,R.R. 6, ,Hagersville,N0A1H0, ,2.02E+13
-79.20497424,43.78050492,1171,127907070,10242,Pharmacy,RP,Shoppers Drug Mart #1242, , , ,2863 Ellesmere Road, , ,Toronto,M1E5E9, ,2.02E+13
-76.73076287,45.29974409,1172,127907071,10243,Pharmacy,RP,Calabogie Pharmacy, , , ,1101 Francis Street,Postal Office Box 189, ,Calabogie,K0J1H0, ,2.02E+13
-79.8694962,43.26151409,1173,127907072,10245,Pharmacy,RP,Hamilton Downtown Pharmacy, , , ,52 Cannon Street West,Unit 103, ,Hamilton,L8R2B5, ,2.02E+13
-79.36351769,43.83184992,1174,127907073,10248,Pharmacy,RP,Sentrex Pharmacy Group, , , ,250 Sheilds Court,Unit 3, ,Markham,L3R9W7, ,2.02E+13
-80.41670488,46.36246699,1175,127907074,10251,Pharmacy,RP,Pharmacie St Charles Pharmacy, , , ,1 Kings Street East, , ,St.-Charles,P0M2W0, ,2.02E+13
-80.98621158,46.50323218,1176,127907075,10253,Pharmacy,RP,Catp, , , ,450 Notre Dame Avenue,Unit 10, ,Greater Sudbury,P3C5K8, ,2.02E+13
-80.94593676,46.43348827,1177,127907076,10255,Pharmacy,RP,Val-Est Pharmacy, , , ,3179 Highway 69,Unit 1, ,Greater Sudbury,P3N1S5, ,2.02E+13
-75.69286784,45.41972976,1178,127907077,10257,Pharmacy,RP,Rexall Pharmacy, , , ,160 Elgin Street, , ,Ottawa,K2P2C4, ,2.02E+13
-79.94230253,46.36626012,1179,127907078,10258,Pharmacy,RP,Northern Lights Remedy Rx, , , ,12006 Highway 17,Unit 1, ,West Nipissing,P2B3K8, ,2.02E+13
-79.68097154,43.2285982,1181,127907080,10262,Pharmacy,RP,Lakeside Health Pharmacy, , , ,825 North Service Road,Unit 104, ,Hamilton,L8E0J7, ,2.02E+13
-79.31254847,43.75744061,1182,127907081,10264,Pharmacy,RP,Shoppers Drug Mart #851, , , ,85 Ellesmere Road,Unit 31, ,Toronto,M1R4B7, ,2.02E+13
-79.23169829,45.33877608,1183,127907082,10265,Pharmacy,RP,Wal-Mart Pharmacy, , , ,Howland Drive,Unit 10 - 111, ,Huntsville,P1H2P4, ,2.02E+13
-79.29877467,43.82666322,1184,127907083,10266,Pharmacy,RP,A & J Pharmacy, , , ,1 Sun Yat Sen Avenue, , ,Markham,L3R5K9, ,2.02E+13
-79.68336007,43.54396025,1185,127907084,10267,Pharmacy,RP,Wal-Mart Pharmacy, , , ,2160 Burnamthorpe Road West, , ,Mississauga,L5L5Z5, ,2.02E+13
-84.34669826,46.5258516,1239,127907142,3055,Pharmacy,RP,Merrett's Pharmacy Ltd, , , ,314 Wellington Street West, , ,Sault Ste. Marie,P6A1J1, ,2.02E+13
-79.59829845,43.59761557,1240,127907143,3056,Pharmacy,RP,A Plus Pharmacy, , , ,801 Dundas Street, , ,Mississauga,L4Y4G9, ,2.02E+13
-79.42775183,44.05933685,1241,127907144,3059,Pharmacy,RP,York Pharmacy, , , ,17215 Leslie Street,Unit B, ,Newmarket,L3Y8E4, ,2.02E+13
-79.73933031,43.75083089,1242,127907145,3061,Pharmacy,RP,Pharmasave #931, , , ,2250 Bovaird Drive East,Unit 102 & 102, ,Brampton,L6R0W3, ,2.02E+13
-79.83921569,43.24788739,1244,127907147,3074,Pharmacy,RP,Shoppers Drug Mart 1041, , , ,753 Main Street East, , ,Hamilton,L8M1L2, ,2.02E+13
-79.39173119,43.64994258,1245,127907148,3084,Pharmacy,RP,Shoppers Drug Mart 1414, , , ,260 Queen Street West, , ,Toronto,M5V1Z8, ,2.02E+13
-79.8778084,43.23419599,1246,127907149,3087,Pharmacy,RP,Wal-Mart Pharmacy, , , ,675 Upper James Street, , ,Hamilton,L9C2Z5, ,2.02E+13
-79.82402773,43.73542198,1247,127907150,3089,Pharmacy,RP,Mayfield Pharmacare, , , ,3068 Mayfield Road,Unit 8 & 9, ,Brampton,L6Z0E3, ,2.02E+13
-75.73474035,45.35164434,1249,127907152,3093,Pharmacy,RP,Marina Pharmacy, , , ,1568 Merivale Road,Unit 2, ,Ottawa,K2G3J9, ,2.02E+13
-78.95821147,43.91418255,1251,127907154,3099,Pharmacy,RP,Whitby Medical Pharmacy, , , ,3910 Brock Street North, , ,Whitby,L1R3E1, ,2.02E+13
-79.21638874,43.74298401,1253,127907156,3104,Pharmacy,RP,Metro Pharmacy #528, , , ,3221 Eglinton Avenue East, , ,Toronto,M1J2H7, ,2.02E+13
-79.69142788,43.60659486,1254,127907157,3106,Pharmacy,RP,Matheson Pharmachoice Pharmacy, , , ,801 Matheson Boulevard,Unit 14, ,Mississauga,L5V2N6, ,2.02E+13
-79.23126304,43.75737431,1255,127907158,3107,Pharmacy,RP,Loblaw Pharmacy #4932, , , ,3401 Lawrence Avenue East, , ,Toronto,M1H1B2, ,2.02E+13
-79.51173404,43.85440601,1256,127907159,3109,Pharmacy,RP,The Medicine Shoppe Pharmacy, , , ,9983 Keele Street, , ,Vaughan,L6A3Y5, ,2.02E+13
-79.11294395,43.1028324,1257,127907160,3110,Pharmacy,RP,Loblaw Pharmacy #537, , , ,6940 Morrison Street, , ,Niagara Falls,L2E7K5, ,2.02E+13
-79.65032866,43.52682385,1258,127907161,3113,Pharmacy,RP,Van Mills Ida Pharmacy, , , ,1930 Fowler Drive,Unit 114, ,Mississauga,L5K0A1, ,2.02E+13
-79.07198625,43.25407863,1259,127907162,3114,Pharmacy,RP,Simpson's Apothecary, , , ,233 King Street,Unit 2, ,Niagara-on-the-Lake,L0S1J0, ,2.02E+13
-79.68454508,43.59456906,1260,127907163,3115,Pharmacy,RP,Terry Fox Pharmacy, , , ,5380 Terry Fox Way,Unit 9, ,Mississauga,L5V0A5, ,2.02E+13
-76.64235445,44.21957721,1261,127907164,3117,Pharmacy,RP,Shoppers Drug Mart #1397, , , ,15 Sherwood Avenue, , ,Amherstview,K7N1N1, ,2.02E+13
-79.86082872,43.50818204,1262,127907165,3119,Pharmacy,RP,ST.GEORGE Pharmacy, , , ,585 Ontario Street,Unit 16, ,Milton,L9T2N2, ,2.02E+13
-79.40851759,43.65595298,1263,127907166,3120,Pharmacy,RP,Shoppers Drug Mart #1026, , , ,463 College Street, , ,Toronto,M6G4C1, ,2.02E+13
-79.34602758,43.7057953,1264,127907167,3122,Pharmacy,RP,Shoppers Drug Mart #871, , , ,45 Overlea Boulevard, , ,Toronto,M4H1C3, ,2.02E+13
-79.43698412,43.85467012,1265,127907168,3124,Pharmacy,RP,Shoppers Drug Mart #966, , , ,9350 Yonge Street, , ,Richmond Hill,L4C5G2, ,2.02E+13
-79.38593899,43.76915521,1266,127907169,3127,Pharmacy,RP,Shoppers Drug Mart # 957, , , ,2901 Bayview Avenue,Unit 7A, ,Toronto,M2K1E6, ,2.02E+13
-79.79740969,43.35418971,1267,127907170,3132,Pharmacy,RP,Total Health Pharmacy, , , ,3155 Harvester Road, , ,Burlington,L7N3V2, ,2.02E+13
-79.4219723,43.65429108,1268,127907171,3141,Pharmacy,RP,Wellcare College Pharmacy, , , ,815 College Street, , ,Toronto,M6G1C9, ,2.02E+13
-81.00808425,44.15637069,1269,127907172,3142,Pharmacy,RP,Loblaw Pharmacy #4098, , , ,832 Tenth Street, , ,Hanover,N4N1S3, ,2.02E+13
-80.32435546,43.4192086,1270,127907173,3143,Pharmacy,RP,Shoppers Drug Mart #1096, , , ,101 Holiday Inn Drive, , ,Cambridge,N3C1Z3, ,2.02E+13
-83.0055196,42.30600047,1272,127907175,3152,Pharmacy,RP,Lincoln Road Pharmacy Limited, , , ,1574 Lincoln Road, , ,Windsor,N8Y2J4, ,2.02E+13
-79.51976963,43.66151348,1273,127907176,3155,Pharmacy,RP,Shoppers Drug Mart #837, , , ,270 The Kingsway, , ,Toronto,M9A3T7, ,2.02E+13
-80.03581959,43.63335825,1274,127907177,3156,Pharmacy,RP,Urgent Care Pharmacy, , , ,10 Eastern Avenue, , ,Acton,L7J0A5, ,2.02E+13
-80.09735788,44.42242678,1275,127907178,3159,Pharmacy,RP,Stayner Pharmasave #943, , , ,7477 Highway 26, , ,Stayner,L0M1S0, ,2.02E+13
-80.49819687,42.85628909,1276,127907179,3166,Pharmacy,RP,Roulston's Pharmacy, , , ,123 King Street, , ,Delhi,N4B1X9, ,2.02E+13
-79.46871863,43.86419422,1277,127907180,3167,Pharmacy,RP,Forum Drug Mart, , , ,955 Major Mackenzie Drive, , ,Vaughan,L6A4P9, ,2.02E+13
-78.71660529,43.91194566,1278,127907181,3169,Pharmacy,RP,Wal-Mart Pharmacy, , , ,2320 Highway,Unit 2, ,Bowmanville,L1C3K7, ,2.02E+13
-79.78362751,43.57581105,1279,127907182,3173,Pharmacy,RP,Lisgar Woods Pharmacy, , , ,6970 Lisgar Drive,Unit B2, ,Mississauga,L5N8C8, ,2.02E+13
-79.23004796,43.97567245,1280,127907183,3176,Pharmacy,RP,Shoppers Drug Mart 1425, , , ,12277 Tenth Line, , ,Whitchurch-Stouffville,L4A7W6, ,2.02E+13
-78.71095029,43.90839956,1283,127907186,3189,Pharmacy,RP,Loblaw Pharmacy #1064, , , ,2375 Highway 2,C/o Loblaws Supermarket, ,Bowmanville,L1C5A3, ,2.02E+13
-79.72827619,43.60596236,1284,127907187,3191,Pharmacy,RP,Falconer Pharmacy, , , ,6675 Falconer Drive, , ,Mississauga,L5N0C3, ,2.02E+13
-79.36459559,43.77924981,1285,127907188,3196,Pharmacy,RP,Shoppers Drug Mart, , , ,4865 Leslie Street, , ,Toronto,M2J2K8, ,2.02E+13
-79.67503086,43.51672965,1286,127907189,3203,Pharmacy,RP,Bristol Medical Pharmacy, , , ,2315 Bristol Circle, , ,Oakville,L6H6P8, ,2.02E+13
-79.74946196,43.22432819,1288,127907191,3210,Pharmacy,RP,Stoney Creek Medical Pharmacy, , , ,980 Queenston Road, , ,Hamilton,L8G1B9, ,2.02E+13
-75.63722802,45.44475126,1289,127907192,3213,Pharmacy,RP,Pharmacie La Colombe Pharmacy, , , ,745 Montreal Road,Unit B, ,Ottawa,K1K0T1, ,2.02E+13
-78.85244693,43.87838265,1290,127907193,3215,Pharmacy,RP,Simcoe Street Pharmacy Ltd, , , ,777 Simcoe Street South, , ,Oshawa,L1H4K5, ,2.02E+13
-77.36936348,44.16322237,1291,127907194,3218,Pharmacy,RP,Dundas Medical Pharmacy, , , ,210 Dundas Street East, , ,Belleville,K8N5G8, ,2.02E+13
-79.32904088,43.78680431,1292,127907195,3219,Pharmacy,RP,Pleasant View Pharmacy, , , ,2754 Victoria Park Avenue, , ,Toronto,M2J4A8, ,2.02E+13
-79.76839011,43.69312127,1293,127907196,3221,Pharmacy,RP,Vodden Medical Arts Pharmacy, , , ,320 Main Street,Unit 12, ,Brampton,L6V4A3, ,2.02E+13
-79.79635888,43.21691699,1294,127907197,3222,Pharmacy,RP,Shoppers Drug Mart #692, , , ,399 Greenhill Avenue, , ,Hamilton,L8K6N5, ,2.02E+13
-80.03138069,43.63363115,1296,127907199,3224,Pharmacy,RP,Shoppers Drug Mart #1168, , , ,252 Queen Street, , ,Acton,L7J1P6, ,2.02E+13
-79.25900806,43.77675551,1297,127907200,3227,Pharmacy,RP,Shoppers Drug Mart #860, , , ,300 Borough Drive, , ,Toronto,M1P2P5, ,2.02E+13
-79.76557147,43.23117469,1298,127907201,3229,Pharmacy,RP,Loblaw Pharmacy #4070, , , ,75 Centennial Parkway North, , ,Hamilton,L8E2P2, ,2.02E+13
-80.27890986,43.53817272,1299,127907202,3234,Pharmacy,RP,Shoppers Drug Mart #724, , , ,104 Silver Creek Parkway North, , ,Guelph,N1H7B4, ,2.02E+13
-79.39767441,43.84147362,1300,127907203,3237,Pharmacy,RP,Austin Pharmacy Richmond Hill, , , ,350 Highway 7 East,Unit 107, ,Richmond Hill,L4B3N2, ,2.02E+13
-79.22405574,43.76094831,1301,127907204,3240,Pharmacy,RP,Shoppers Drug Mart #800, , , ,629 Markham Road, , ,Toronto,M1H2A4, ,2.02E+13
-80.73131607,43.13541213,1302,127907205,3248,Pharmacy,RP,Loblaw Pharmacy #579, , , ,969 Dundas Street, , ,Woodstock,N4S1H2, ,2.02E+13
-79.52706024,43.7542723,1303,127907206,3255,Pharmacy,RP,Total Health Pharmacy, , , ,2115 Finch Avenue West, , ,Toronto,M3N2V6, ,2.02E+13
-79.38508259,43.66792519,1304,127907207,3266,Pharmacy,RP,Pace Pharmacy, , , ,14 Isabella Street, , ,Toronto,M4Y1N1, ,2.02E+13
-81.53499742,43.14713769,1305,127907208,3267,Pharmacy,RP,Cds Pharmacy, , , ,163 Ailsa Craig Main Street, , ,Ailsa Craig,N0M1A0, ,2.02E+13
-82.00062356,43.09699006,1307,127907210,3272,Pharmacy,RP,Cds Pharmacy, , , ,2 Main Street South, , ,Lambton Shores,N0N1J0, ,2.02E+13
-81.31405954,43.02378218,1308,127907211,3273,Pharmacy,RP,Cds Pharmacy, , , ,1965 Wonderland Road North,Unit B, ,London,N6G4W3, ,2.02E+13
-80.51141473,43.4578438,1310,127907213,3282,Pharmacy,RP,Medical Centre Dispensary, , , ,18 Pine Street,Unit 101, ,Kitchener,N2H5Z8, ,2.02E+13
-80.50189232,43.40631429,1311,127907214,3284,Pharmacy,RP,Williamsburg Pharmacy, , , ,1187 Fischer Hallman Road,Unit 440, ,Kitchener,N2E4H9, ,2.02E+13
-79.39415601,43.85369952,1312,127907215,3287,Pharmacy,RP,My Private Pharmacy Ltd, , , ,80 West Beaver Creek,Unit 4, ,Richmond Hill,L4B1H3, ,2.02E+13
-78.89036425,43.91148865,1313,127907216,3288,Pharmacy,RP,Lovell Drugs Ltd, , , ,500 Rossland Road West, , ,Oshawa,L1J3H2, ,2.02E+13
-89.25729757,48.40786796,1314,127913008,12809,Pharmacy,RP,Medical Pharmacy, , , ,997 Allow Drive,Unit 9, ,Thunder Bay,P7B5Z8, ,2.02E+13
-79.369875,43.88582413,1315,127913009,12810,Pharmacy,RP,Shoppers Drug Mart #1385, , , ,2920 Major Mackenzie Drive East, , ,Markham,L6C0G6, ,2.02E+13
-79.44433281,43.67740559,1316,127913010,12811,Pharmacy,RP,St Clair Drug Mart Pharmacy, , , ,1203 St Clair Avenue West, , ,Toronto,M6E1B5, ,2.02E+13
-79.67099704,44.34313299,1317,127913011,12812,Pharmacy,RP,Medisystem Pharmacy #6020, , , ,526 Welham Road,Unit 9 & 10, ,Barrie,L4N8Z7, ,2.02E+13
-79.80293765,44.01027993,1318,127913012,12813,Pharmacy,RP,Well Health Pharmacy, , , ,6668 3rd Line,"Unit B, Building A", ,New Tecumseth,L0G1W0, ,2.02E+13
-79.54668535,43.7906671,1319,127913013,12814,Pharmacy,RP,Centro Healthcare Pharmacy, , , ,7777 Weston Road,Unit 114, ,Vaughan,L4L0G9, ,2.02E+13
-80.54198434,43.4984985,1320,127913014,12815,Pharmacy,RP,North Park Pharmacy, , , ,99 Northfield Drive,Unit 100, ,Waterloo,N2K3P9, ,2.02E+13
-79.47364043,43.7876505,1321,127913015,12816,Pharmacy,RP,Lmc Pharmacy-Vaughan, , , ,1600 Steeles Avenue West,"Unit 5, Suite ELES", ,Vaughan,L4K4M2, ,2.02E+13
-78.86435654,43.90066295,1322,127913016,12817,Pharmacy,RP,Medplus Pharmacy, , , ,111 Simcoe Street North, , ,Oshawa,L2B4S4, ,2.02E+13
-76.14821246,45.14154649,1323,127913017,12818,Pharmacy,RP,Carleton Place Pharmasave, , , ,230 Bridge Street, , ,Carleton Place,K7C3G9, ,2.02E+13
-79.37772538,43.64796418,1324,127913018,12819,Pharmacy,RP,Rexall, , , ,48 Yonge Street, , ,Toronto,M5E1G6, ,2.02E+13
-79.4226516,43.64308018,1325,127913019,12820,Pharmacy,RP,Rexall, , , ,1093 Queen Street West, , ,Toronto,M6J1J1, ,2.02E+13
-79.29089296,43.7107377,1326,127913020,12821,Pharmacy,RP,Clairlea Pharmacy, , , ,633 Pharmacy Avenue, , ,Toronto,M1L3H3, ,2.02E+13
-75.75298175,45.39227785,1327,127913021,12822,Pharmacy,RP,Hybrid Pharm, , , ,318 Richmond Road,Suite 100, ,Ottawa,K1Z6X6, ,2.02E+13
-79.36122988,43.7038344,1328,127913022,12823,Pharmacy,RP,Pace Pharmacy, , , ,40 Laird Drive, , ,Toronto,M4G3T2, ,2.02E+13
-79.64943066,43.58875956,1329,127913023,12824,Pharmacy,RP,City Centre Remedy's Rx, , , ,4175 Confederation Parkway, , ,Mississauga,L5B0C6, ,2.02E+13
-76.71829248,44.27703791,1330,127913024,12825,Pharmacy,RP,Odessa Pharmacy, , , ,115 Main Street, , ,Odessa,K0H2H0, ,2.02E+13
-79.59150899,44.10786416,1331,127913025,12826,Pharmacy,RP,Holland Street Pharmacy, , , ,484 Holland Street West,Unit B3, ,Bradford West Gwillimbury,L3Z0A2, ,2.02E+13
-76.60977144,44.24233791,1332,127913026,12827,Pharmacy,RP,Collins Bay Pharmasave, , , ,4037 Bath Road,Unit C, ,Kingston,K7M3Y5, ,2.02E+13
-79.77895561,43.63029286,1333,127913027,12829,Pharmacy,RP,St. George Pharmacy, , , ,50 Skyharbour Drive, , ,Brampton,L6Y0C1, ,2.02E+13
-79.22409579,43.1360847,1334,127913028,12830,Pharmacy,RP,Shoppers Drug Mart #509, , , ,221 Glendale Avenue, , ,St. Catharines,L2T2K9, ,2.02E+13
-79.2764367,43.04925988,1335,127913029,12831,Pharmacy,RP,Family Health Pharmacy Pelham, , , ,130 Highway 20 East,Unit A6, ,Welland,L0S1E6, ,2.02E+13
-79.26579647,43.89658903,1336,127913030,12832,Pharmacy,RP,New Markham Pharmacy, , , ,9500 Markham Road,Unit 101, ,Markham,L6E0N7, ,2.02E+13
-79.47392601,43.66525778,1337,127913031,12833,Pharmacy,RP,Junction Chemist, , , ,17 St Johns Road, , ,Toronto,M6P1T7, ,2.02E+13
-79.69712308,43.61172736,1338,127913032,12834,Pharmacy,RP,Heartland Health Pharmacy, , , ,775 Britannia Road West,Unit 12, ,Mississauga,L5V2Y1, ,2.02E+13
-79.65204359,43.90000462,1339,127913033,12835,Pharmacy,RP,Nobleton Guardian Pharmacy, , , ,12931 Highway 27, , ,Nobleton,L0G1N0, ,2.02E+13
-81.33456974,42.96002767,1340,127913034,12836,Pharmacy,RP,Byron Community Pharmacy, , , ,1304 Commissioners Road West,Unit 1, ,London,N6K1E1, ,2.02E+13
-79.77909561,43.59468846,1341,127913035,12837,Pharmacy,RP,Extra Mile Pharmacy, , , ,2980 Crosscurrent Drive,Unit 6, ,Mississauga,L5N7C7, ,2.02E+13
-81.29669893,42.98968908,1342,127913036,12838,Pharmacy,RP,Rexall # 1790, , , ,1375 Beaverbrook Avenue, , ,London,N6H0J1, ,2.02E+13
-79.07283994,43.1047903,1343,127913037,12839,Pharmacy,RP,Niagara Falls Pharmacy, , , ,4796 Victoria Avenue, , ,Niagara Falls,L2E4C3, ,2.02E+13
-83.04983781,42.29477967,1344,127913038,12842,Pharmacy,RP,West Tecumseh Pharmacy, , , ,1800 Tecumseh Road West, , ,Windsor,N9B3T2, ,2.02E+13
-79.38518929,43.7534926,1345,127913039,12843,Pharmacy,RP,Odette Cancer Centre Pharmacy, , , ,Bayview Avenue,T1-271-2075, ,Toronto,M4N3M5, ,2.02E+13
-80.51250023,43.4708759,1346,127913040,12844,Pharmacy,RP,Shoppers Drug Mart #1193, , , ,50 Weber Street North, , ,Waterloo,N2J3G7, ,2.02E+13
-79.25335226,43.84859673,1347,127913041,12845,Pharmacy,RP,Newmar Discount Pharmacy, , , ,7393 Markham Road,Unit 79, ,Markham,L3S0B5, ,2.02E+13
-79.24476935,43.75472631,1348,127913042,12846,Pharmacy,RP,Shoppers Drug Mart #501, , , ,685 McCowan Road, , ,Toronto,M1J1K2, ,2.02E+13
-79.43856672,43.80442701,1349,127913043,12847,Pharmacy,RP,Shoppers Drug Mart #896, , , ,441 Clark Avenue West, , ,Vaughan,L4J6W8, ,2.02E+13
-79.71623685,44.32881109,1350,127913044,12848,Pharmacy,RP,Shoppers Drug Mart #1464, , , ,380 Mapleview Drive West, , ,Barrie,L4M9G4, ,2.02E+13
-79.87765431,43.25694579,1351,127913045,12849,Pharmacy,RP,Shoppers Drug Mart #1547, , , ,181 Main Street West, , ,Hamilton,L8P4S1, ,2.02E+13
-77.39766319,44.18730107,1352,127913046,12850,Pharmacy,RP,Bellfront Pharmacy, , , ,366 North Front Street,Unit 1, ,Belleville,K8P5E6, ,2.02E+13
-79.24749375,43.73639411,1353,127913047,12851,Pharmacy,RP,Shoppers Drug Mart #859, , , ,2751 Eglinton Avenue East, , ,Toronto,M1J2C7, ,2.02E+13
-80.51857913,43.4652669,1354,127913048,12852,Pharmacy,RP,Spurline Crossing Pharmacy, , , ,55 Erb Street East,Unit 109, ,Waterloo,N2J4K8, ,2.02E+13
