name,street,city,province,postal,Public Health Unit,X,Y,date
Proactive Pharmacy,1645 Bank Street,Ottawa,Ontario,K1V 7Z1,Ottawa Public Health,45.377104,-75.6662906,2022-10-09
Professional Medical Pharmacy,"1420 Burnhamthorpe Road East, Unit 101",Mississauga,Ontario,L4X 2Z9,,43.622949,-79.6013391,2022-10-10
Prohealth Pharmacy,"480 Mapleton Avenue, Unit 5",Barrie,Ontario,L4N 9C2,Simcoe Muskoka District Health Unit,44.3501016,-79.7336342,2022-10-11
Promed Pharmacy,2706 Alta Vista Drive,Ottawa,Ontario,K1V 7T4,Ottawa Public Health,45.3733998,-75.6642724,2022-10-12
Pulse Pharmacy,"11755 Bramalea Road, Unit 4",Brampton,Ontario,L6R 3S9,Peel Public Health,43.7714828,-79.7785032,2022-10-13
Purehealth Pharmacy,201 Georgian Drive,Barrie,Ontario,L4M 6M2,Simcoe Muskoka District Health Unit,44.4148803,-79.6623209,2022-10-14
Queen Hansen Pharmacy,"284 Queen Street East, Unit 116",Brampton,Ontario,L6V 1C2,Peel Public Health,43.6996614,-79.7464113,2022-10-15
R.X Drug Mart,51 Kent Street West,Lindsay,Ontario,K9V 2X9,,44.3550354,-78.7358383,2022-10-16
Rastin's Wilson St. Pharmacy,323 Wilson Street East,Ancaster,Ontario,L9G 4A8,Hamilton Public Health Services,43.2263173,-79.976931,2022-10-17
Real Canadian Superstore,361 South Service Road,Grimsby,Ontario,L3M 4E8,Niagara Region Public Health Department,43.2045328,-79.5945331,2022-10-18
Real Canadian Superstore,875 Highland Road West,Kitchener,Ontario,N2N 2Y2,"Region of Waterloo, Public Health",43.4295865,-80.526481,2022-10-19
Real Canadian Superstore,201 Talbot Street East,Leamington,Ontario,N8H 3X5,Windsor-Essex County Health Unit,42.0587347,-82.5870427,2022-10-20
Real Canadian Superstore,825 Oxford Street East,London,Ontario,N5Y 3J8,Middlesex-London Health Unit,43.0016699,-81.2271209,2022-10-21
Real Canadian Superstore,9292 Highway 93,Midland,Ontario,L4R 4K4,Simcoe Muskoka District Health Unit,44.7175758,-79.8972249,2022-10-22
Real Canadian Superstore,820 Main Street East,Milton,Ontario,L9T 0J4,Halton Region Health Department,43.5254047,-79.8662586,2022-10-23
Real Canadian Superstore,201 Oak Park Boulevard,Oakville,Ontario,L6H 7T4,Halton Region Health Department,43.4838817,-79.7222847,2022-10-24
Real Canadian Superstore,201 Oak Walk Drive,Oakville,Ontario,L6H 7T4,Halton Region Health Department,43.4840268,-79.7189493,2022-10-25
Real Canadian Superstore,481 Gibb Street,Oshawa,Ontario,L1J 1Z4,Durham Region Health Department,43.8851513,-78.8780715,2022-10-26
Real Canadian Superstore,190 Richmond Road,Ottawa,Ontario,K1Z 6W6,Ottawa Public Health,45.3942654,-75.7473437,2022-10-27
Real Canadian Superstore,411 Louth Street,St. Catharines,Ontario,L2S 4A2,Niagara Region Public Health Department,43.1538816,-79.2665606,2022-10-28
Real Canadian Superstore,"1063 Talbot Street, Unit 50",St. Thomas,Ontario,N5P 1G4,Southwestern Public Health,42.7790377,-81.1671523,2022-10-29
Real Canadian Superstore,825 Don Mills Road,Toronto,Ontario,M3C 1V4,Toronto Public Health,43.7227042,-79.3375083,2022-10-30
Real Canadian Superstore,2549 Weston Road,Toronto,Ontario,M9N 2A7,Toronto Public Health,43.7095985,-79.5337277,2022-10-31
Real Canadian Superstore,4371 Walker Road,Windsor,Ontario,N8W 3T6,Windsor-Essex County Health Unit,42.2566152,-82.9681339,2022-11-01
Real Canadian Superstore,2430 Dougall Avenue,Windsor,Ontario,N8X 1T2,Windsor-Essex County Health Unit,42.2890479,-83.0222068,2022-11-02
Rexall,372 Queen Street East,Acton,Ontario,L7J 2Y5,Halton Region Health Department,43.6381435,-80.0254591,2022-11-03
Rexall,240 Harwood Avenue South,Ajax,Ontario,L1S 2H6,Durham Region Health Department,43.8480683,-79.0212747,2022-11-04
Rexall,"475 Westney Road North, Unit 17",Ajax,Ontario,L1T 3H4,Durham Region Health Department,43.8684579,-79.0390134,2022-11-05
Rexall,"955 Westney Road South, Unit 7",Ajax,Ontario,L1S 3K7,Durham Region Health Department,43.831494,-79.016383,2022-11-06
Rexall,149 Young Street,Alliston,Ontario,L9R 2A9,Simcoe Muskoka District Health Unit,44.1469615,-79.8859886,2022-11-07
Rexall,71 Sandwich Street South,Amherstburg,Ontario,N9V 1Z5,Windsor-Essex County Health Unit,42.1086649,-83.1097491,2022-11-08
Rexall,22 Baskin Drive East,Arnprior,Ontario,K7S 3G8,Renfrew County and District Health Unit,45.4239485,-76.3669273,2022-11-09
Rexall,353 Duckworth Street,Barrie,Ontario,L4M 3X8,Simcoe Muskoka District Health Unit,44.4075607,-79.673014,2022-11-10
Rexall,320 Bayfield Street,Barrie,Ontario,L4M 3B9,Simcoe Muskoka District Health Unit,44.4000457,-79.7028251,2022-11-11
Rexall,4486 Ontario Street,Beamsville,Ontario,L0R 1B5,Niagara Region Public Health Department,43.1751473,-79.4776831,2022-11-12
Rexall,173 Dundas Street East,Belleville,Ontario,K8N 1C9,Hastings and Prince Edward Counties Health Unit,44.1618452,-77.3717408,2022-11-13
Rexall,405 Queen Street South,Bolton,Ontario,L7E 2B5,Peel Public Health,43.872081,-79.7266231,2022-11-14
Rexall,55 Highway 118 West,Bracebridge,Ontario,P1L 1T2,Simcoe Muskoka District Health Unit,45.0445828,-79.324082,2022-11-15
Rexall,461 Holland Street West,Bradford,Ontario,L3Z 0C1,Simcoe Muskoka District Health Unit,44.1088447,-79.5909823,2022-11-16
Rexall,398 Queen Street West,Brampton,Ontario,L6X 1B3,Peel Public Health,43.6761211,-79.7720576,2022-11-17
Rexall,227 Vodden Street East,Brampton,Ontario,L6V 1N2,Peel Public Health,43.7034249,-79.7570735,2022-11-18
Rexall,2100 Bovaird Drive,Brampton,Ontario,L6R 3J7,Peel Public Health,43.7472961,-79.7430207,2022-11-19
Rexall,499 Main Street South,Brampton,Ontario,L6Y 1N7,Peel Public Health,43.6661412,-79.7375339,2022-11-20
Rexall,"10035 Hurontario Street, Units 13-15",Brampton,Ontario,L6Z 0E6,Peel Public Health,43.706743,-79.786987,2022-11-21
Rexall,"545 Steeles Avenue West, Unit A01",Brampton,Ontario,L6Y 4E7,Peel Public Health,43.6547754,-79.7439307,2022-11-22
Rexall,30 Pearl Street West,Brockville,Ontario,K6V 4B5,"Leeds,Grenville, and Lanark District Health Unit",44.5927139,-75.6877142,2022-11-23
Rexall,2400 Guelph Line,Burlington,Ontario,L7P 4M7,Halton Region Health Department,43.3744364,-79.8363271,2022-11-24
Rexall,2201 Brant Street,Burlington,Ontario,L7P 3N8,Halton Region Health Department,43.3564259,-79.8419291,2022-11-25
Rexall,5061 New Street,Burlington,Ontario,L7L 1V2,Halton Region Health Department,43.3678203,-79.7535689,2022-11-26
Rexall,350 Conestoga Boulevard,Cambridge,Ontario,N1R 7L7,"Region of Waterloo, Public Health",43.3903468,-80.3143557,2022-11-27
Rexall,2100 Dundas Street,Cardinal,Ontario,K0E 1E0,"Leeds,Grenville, and Lanark District Health Unit",44.7879776,-75.3797438,2022-11-28
Rexall,401 St. Clair Street,Chatham,Ontario,N7L 3K3,Chatham-Kent Health Unit,42.4147854,-82.1991911,2022-11-29
Rexall,60 Hatt Street,Dundas,Ontario,L9H 7T6,Hamilton Public Health Services,43.2652442,-79.9574344,2022-11-30
Rexall,123 Main Street,Erin,Ontario,N0B 1T0,Wellington-Dufferin-Guelph Health Unit,43.7709283,-80.0643303,2022-12-01
Rexall,250 The East Mall,Etobicoke,Ontario,M9B 3Y8,Toronto Public Health,43.6324095,-79.5564805,2022-12-02
Rexall,4890 Dundas Street West,Etobicoke,Ontario,M9A 1B5,Toronto Public Health,43.6494535,-79.5285095,2022-12-03
Rexall,"310 Garrison Road, Unit C",Fort Erie,Ontario,L2A 1M7,Niagara Region Public Health Department,42.9051171,-78.9256419,2022-12-04
Rexall,"1980 Ogilvie Road, Unit 144",Gloucester,Ontario,K1J 9L3,Ottawa Public Health,45.4325275,-75.6098258,2022-12-05
Rexall,265 Eramosa Road,Guelph,Ontario,N1E 2M7,Wellington-Dufferin-Guelph Health Unit,43.5572344,-80.248455,2022-12-06
Rexall,"666 Woolwich Street, Unit 140",Guelph,Ontario,N1H 7G5,Wellington-Dufferin-Guelph Health Unit,43.5583725,-80.2696782,2022-12-07
Rexall,224 Highland Street,Haliburton,Ontario,K0M 1S0,"Haliburton, Kawartha, Pine Ridge District Health Unit",45.046088,-78.5081119,2022-12-08
Rexall,447 Main Street East,Hamilton,Ontario,L8N 1K1,Hamilton Public Health Services,43.2512742,-79.8519943,2022-12-09
Rexall,126 Queenston Road,Hamilton,Ontario,L8K 1G4,Hamilton Public Health Services,43.2353365,-79.7981103,2022-12-10
Rexall,"2 King Street West, Unit 18",Hamilton,Ontario,L8P 1A1,Hamilton Public Health Services,43.2584184,-79.8708274,2022-12-11
Rexall,505 Rymal Road East,Hamilton,Ontario,L8W 3X1,Hamilton Public Health Services,43.19813,-79.8713337,2022-12-12
Rexall,"640 Mohawk Road West, Unit 21",Hamilton,Ontario,L9C 1X6,Hamilton Public Health Services,43.2339729,-79.9106616,2022-12-13
Rexall,1395 Upper Ottawa Street,Hamilton,Ontario,L8W 3L5,Hamilton Public Health Services,43.199548,-79.8396527,2022-12-14
Rexall,1119 Fennell Avenue,Hamilton,Ontario,L8T 1S2,Hamilton Public Health Services,43.2260651,-79.8278359,2022-12-15
Rexall,930 Upper Paradise Road 13,Hamilton,Ontario,L9B 2N1,Hamilton Public Health Services,43.217688,-79.919558,2022-12-16
Rexall,832 March Road,Kanata,Ontario,K2W 0C9,Ottawa Public Health,45.3568278,-75.9334925,2022-12-17
Rexall,300 Eagleson Road,Kanata,Ontario,K2M 1C9,Ottawa Public Health,45.3023709,-75.8777644,2022-12-18
Rexall,4048 Carling Avenue,Kanata,Ontario,K2K 1Y1,Ottawa Public Health,45.3371417,-75.9072525,2022-12-19
Rexall,142 Progress Crescent,Kapuskasing,Ontario,P5N 3H6,Porcupine Health Unit,49.4251897,-82.4294117,2022-12-20
Rexall,"76 Arlington Drive, Unit C",Keswick,Ontario,L4P 0A9,York Region Public Health Services,44.2344385,-79.4501715,2022-12-21
Rexall,1116 Sutton Street,Kincardine,Ontario,N2Z 2C6,Grey-Bruce Health Unit,44.1799938,-81.6162663,2022-12-22
Rexall,240 Montreal Street,Kingston,Ontario,K7K 3G8,"Kingston, Frontenac and Lennox & Addington Health Unit",44.2384629,-76.4857377,2022-12-23
Rexall,1036 Princess Street,Kingston,Ontario,K7L 1H2,"Kingston, Frontenac and Lennox & Addington Health Unit",44.2419276,-76.5156591,2022-12-24
Rexall,817 Edgar Street,Kingston,Ontario,K7M 8Y4,"Kingston, Frontenac and Lennox & Addington Health Unit",44.2502512,-76.5535727,2022-12-25
Rexall,537 Frederick Street,Kitchener,Ontario,N2B 2A7,"Region of Waterloo, Public Health",43.4591588,-80.4687193,2022-12-26
Rexall,851 Fischer-Hallman Road,Kitchener,Ontario,N2M 5J8,"Region of Waterloo, Public Health",43.4429129,-80.5432193,2022-12-27
Rexall,324 Highland Road West,Kitchener,Ontario,N2M 5G2,"Region of Waterloo, Public Health",43.4391888,-80.5095363,2022-12-28
Rexall,"1405 Ottawa Street North, Unit 16",Kitchener,Ontario,N2A 3Z1,"Region of Waterloo, Public Health",43.4562537,-80.4296965,2022-12-29
Rexall,5881 Malden Road,LaSalle,Ontario,N9H 1S5,Windsor-Essex County Health Unit,42.2473086,-83.0613484,2022-12-30
Rexall,1505 Highbury Avenue North,London,Ontario,N5Y 0A9,Middlesex-London Health Unit,43.0316543,-81.2223217,2022-12-31
Rexall,1795 Ernest Avenue,London,Ontario,N6E 2V5,Middlesex-London Health Unit,42.9420215,-81.2372115,2023-01-01
Rexall,1375 Beaverbrook Avenue,London,Ontario,N6H 0J1,Middlesex-London Health Unit,42.9896891,-81.2966989,2023-01-02
Rexall,1593 Adelaide Street North,London,Ontario,N5X 4E8,Middlesex-London Health Unit,43.0371488,-81.2567598,2023-01-03
Rexall,740 Hyde Park Road,London,Ontario,N6H 5W9,Middlesex-London Health Unit,42.9770895,-81.3218479,2023-01-04
Rexall,1240 Commissioners Road West,London,Ontario,N6K 1C7,Middlesex-London Health Unit,42.9579407,-81.3314324,2023-01-05
Rexall,1160 Beaverwood Road,Manotick,Ontario,K4M 1A3,Ottawa Public Health,45.2235963,-75.6847232,2023-01-06
Rexall,90 Copper Creek Drive,Markham,Ontario,L6B 0P2,York Region Public Health Services,43.8671934,-79.2288143,2023-01-07
Rexall,6541 Derry Road,Milton,Ontario,L9T 7W1,Halton Region Health Department,43.4921441,-79.8780709,2023-01-08
Rexall,3010 Thomas Street,Mississauga,Ontario,L5M 0R4,Peel Public Health,43.5603016,-79.7337249,2023-01-09
Rexall,"3221 Derry Road West, Unit 16",Mississauga,Ontario,L5N 7L7,Peel Public Health,43.5837857,-79.7784483,2023-01-10
Rexall,"1375 Southdown Road, Unit 1",Mississauga,Ontario,L5J 2Z1,Peel Public Health,43.5194199,-79.639244,2023-01-11
Rexall,377 Burnamthorpe Road East,Mississauga,Ontario,L5A 3Y1,Peel Public Health,43.602649,-79.6261679,2023-01-12
Rexall,"1240 Eglinton Avenue West, Unit B7",Mississauga,Ontario,L5V 1N3,Peel Public Health,43.5795537,-79.6816002,2023-01-13
Rexall,3100 Dixie Road,Mississauga,Ontario,L4Y 2A0,Peel Public Health,43.6094773,-79.5865477,2023-01-14
Rexall,"6045 Creditview Road, Unit F001",Mississauga,Ontario,L5V 2A8,Peel Public Health,43.5999132,-79.7102764,2023-01-15
Rexall,470 Centre Street North,Napanee,Ontario,K7R 1P8,"Kingston, Frontenac and Lennox & Addington Health Unit",44.2593345,-76.9632033,2023-01-16
Rexall,1363B Woodroffe Avenue,Nepean,Ontario,K2G 1V7,Ottawa Public Health,45.351069,-75.7584183,2023-01-17
Rexall,2144 Robertson Road,Nepean,Ontario,K2H 5Z1,Ottawa Public Health,45.320755,-75.8358271,2023-01-18
Rexall,900 Greenbank Road,Nepean,Ontario,K2J 1S8,Ottawa Public Health,45.2847264,-75.7564617,2023-01-19
Rexall,16900 Yonge Street,Newmarket,Ontario,L3Y 0A3,York Region Public Health Services,44.0397425,-79.4776392,2023-01-20
Rexall,6484 Lundy's Lane,Niagara Falls,Ontario,L2G 1T6,Niagara Region Public Health Department,43.0886527,-79.1028521,2023-01-21
Rexall,5150 Yonge Street,North York,Ontario,M2N 6L8,Toronto Public Health,43.7686186,-79.413135,2023-01-22
Rexall,"2441 Lakeshore Road West, Unit 2",Oakville,Ontario,L6L 1H6,Halton Region Health Department,43.3954137,-79.7122048,2023-01-23
Rexall,523 Maple Grove Road,Oakville,Ontario,L6J 4W3,Halton Region Health Department,43.4794523,-79.6575346,2023-01-24
Rexall,520 Riddell Road,Orangeville,Ontario,L9W 5L1,Wellington-Dufferin-Guelph Health Unit,43.9022509,-80.1200893,2023-01-25
Rexall,"110 Place D'Orleans Drive, Unit 160",Orleans,Ontario,K1C 2L9,Ottawa Public Health,45.4781702,-75.5155527,2023-01-26
Rexall,1615 Orleans Boulevard,Orleans,Ontario,K1C 7E2,Ottawa Public Health,45.4604249,-75.5247209,2023-01-27
Rexall,2950 Carling Avenue,Ottawa,Ontario,K2B 7J7,Ottawa Public Health,45.3559371,-75.8021607,2023-01-28
Rexall,753 Montreal Road,Ottawa,Ontario,K1K 0T1,Ottawa Public Health,45.4450941,-75.6365507,2023-01-29
Rexall,160 Elgin Street,Ottawa,Ontario,K2P 2C4,Ottawa Public Health,45.4198251,-75.6934664,2023-01-30
Rexall,"1725 Walkley Road, Unit C",Ottawa,Ontario,K1V 2P6,Ottawa Public Health,45.3778586,-75.6459656,2023-01-31
Rexall,2525 Carling Avenue,Ottawa,Ontario,K2B 7Z2,Ottawa Public Health,45.364982,-75.7857631,2023-02-01
Rexall,240 Sparks Street,Ottawa,Ontario,K1P 6C9,Ottawa Public Health,45.4205811,-75.7011395,2023-02-02
Rexall,1507 Ninth Avenue East,Owen Sound,Ontario,N4K 3E9,Grey-Bruce Health Unit,44.570175,-80.9275997,2023-02-03
Rexall,72 Grand River Street North,Paris,Ontario,N3L 2M2,Brant County Health Unit,43.1935743,-80.3845238,2023-02-04
Rexall,215 Pembroke Street East,Pembroke,Ontario,K8A 3J8,Renfrew County and District Health Unit,45.8274408,-77.1094758,2023-02-05
Rexall,1100 Pembroke Street East,Pembroke,Ontario,K8A 6Y7,Renfrew County and District Health Unit,45.8209004,-77.0844587,2023-02-06
Rexall,1011 Victoria Street,Petawawa,Ontario,K8H 2E2,Renfrew County and District Health Unit,45.898946,-77.2821076,2023-02-07
Rexall,1154 Chemong Road,Peterborough,Ontario,K9H 7J6,Peterborough Public Health,44.3293054,-78.3392465,2023-02-08
Rexall,"1822 Whites Road, Unit 28",Pickering,Ontario,L1V 4M1,Durham Region Health Department,43.8301982,-79.1220416,2023-02-09
Rexall,1900 Dixie Road,Pickering,Ontario,L1V 6M4,Durham Region Health Department,43.8422443,-79.1052941,2023-02-10
Rexall,339 Raglan Street,Renfrew,Ontario,K7V 1R6,Renfrew County and District Health Unit,45.4702113,-76.6812239,2023-02-11
Rexall,13291 Yonge Street,Richmond Hill,Ontario,L4E 4L6,York Region Public Health Services,43.9517893,-79.4555338,2023-02-12
Rexall,9625 Yonge Street,Richmond Hill,Ontario,L4C 5T2,York Region Public Health Services,43.8614313,-79.4334671,2023-02-13
Rexall,697 Cathcart Boulevard,Sarnia,Ontario,N7V 2N6,Lambton Health Unit,43.0041391,-82.3867568,2023-02-14
Rexall,2682 Eglinton Avenue East,Scarborough,Ontario,M1K 2S3,Toronto Public Health,43.7373179,-79.2494319,2023-02-15
Rexall,4040 Finch Avenue East,Scarborough,Ontario,M1S 4V5,Toronto Public Health,43.802426,-79.2938831,2023-02-16
Rexall,3607 Sheppard Avenue East,Scarborough,Ontario,M1T 3K8,Toronto Public Health,43.7804383,-79.2982782,2023-02-17
Rexall,1127 Markham Road,Scarborough,Ontario,M1H 2Y5,Toronto Public Health,43.7754702,-79.2305767,2023-02-18
Rexall,4459 Kingston Road,Scarborough,Ontario,M1E 2N7,Toronto Public Health,43.7686389,-79.1873671,2023-02-19
Rexall,174 Albert Street South,Southampton,Ontario,N0H 2L0,Grey-Bruce Health Unit,44.4893069,-81.3757291,2023-02-20
Rexall,"5779 Main Street, Unit 101",Stouffville,Ontario,L4A 4R2,York Region Public Health Services,43.966886,-79.2631745,2023-02-21
Rexall,1975 Bancroft Drive,Sudbury,Ontario,P3B 1T1,Sudbury and District Health Unit,46.4902559,-80.9353649,2023-02-22
Rexall,"1 Promenade Circle, Unit 183",Thornhill,Ontario,L4J 4P8,York Region Public Health Services,43.807725,-79.452203,2023-02-23
Rexall,1235 Wilson Avenue,Toronto,Ontario,M3M 0B2,Toronto Public Health,43.7237804,-79.4887557,2023-02-24
Rexall,325 Moore Avenue,Toronto,Ontario,M4G 3T6,Toronto Public Health,43.6966927,-79.369391,2023-02-25
Rexall,481 Bloor Street West,Toronto,Ontario,M5S 1Y2,Toronto Public Health,43.6657664,-79.4071296,2023-02-26
Rexall,"345 Bloor Street, Unit 3",Toronto,Ontario,M4W 1H7,Toronto Public Health,43.6719243,-79.3782579,2023-02-27
Rexall,285 Spadina Avenue,Toronto,Ontario,M5T 2E6,Toronto Public Health,43.6532479,-79.3978375,2023-02-28
Rexall,3402 Yonge Street,Toronto,Ontario,M4N 2M9,Toronto Public Health,43.7330711,-79.4042829,2023-03-01
Rexall,3701 Lake Shore Boulevard West,Toronto,Ontario,M8W 1P8,Toronto Public Health,43.5930846,-79.5384814,2023-03-02
Rexall,87 Avenue Road,Toronto,Ontario,M5R 3R9,Toronto Public Health,43.6719078,-79.3948697,2023-03-03
Rexall,63 Front Street East,Toronto,Ontario,M5E 1B3,Toronto Public Health,43.6482103,-79.3738649,2023-03-04
Rexall,"4789 Yonge Street, Unit 2",Toronto,Ontario,M2N 0G3,Toronto Public Health,43.7613561,-79.4102084,2023-03-05
Rexall,"199 Bay Street, Unit C186",Toronto,Ontario,M5L 1E7,Toronto Public Health,43.6481342,-79.3794903,2023-03-06
Rexall,474 Spadina Avenue,Toronto,Ontario,M5T 2G8,Toronto Public Health,43.6577255,-79.400333,2023-03-07
Rexall,595 Bay Street,Toronto,Ontario,M5G 2C2,Toronto Public Health,43.6562198,-79.3832909,2023-03-08
Rexall,539 Parliament Street,Toronto,Ontario,M4X 1P7,Toronto Public Health,43.6661388,-79.3683352,2023-03-09
Rexall,600 University Avenue,Toronto,Ontario,M5G 1X5,Toronto Public Health,43.6575156,-79.3901743,2023-03-10
Rexall,"2 St. Clair Avenue East, Unit C001",Toronto,Ontario,M4T 2T5,Toronto Public Health,43.6884661,-79.3938,2023-03-11
Rexall,63 Wellesley Street East,Toronto,Ontario,M4Y 1G7,Toronto Public Health,43.6653729,-79.3811801,2023-03-12
Rexall,"250 University Avenue, Unit 120",Toronto,Ontario,M5H 3E5,Toronto Public Health,43.6505493,-79.3870518,2023-03-13
Rexall,88 Queens Quay West,Toronto,Ontario,M5J 0B8,Toronto Public Health,43.6410825,-79.3787196,2023-03-14
Rexall,"200 Wellington Street West, Unit 200",Toronto,Ontario,M5V 3C7,Toronto Public Health,43.6459076,-79.3878224,2023-03-15
Rexall,"120 Adelaide Street West, Unit R28",Toronto,Ontario,M5H 1T1,Toronto Public Health,43.6497566,-79.3830492,2023-03-16
Rexall,2300 Yonge Street,Toronto,Ontario,M4P 1E4,Toronto Public Health,43.7072693,-79.3996009,2023-03-17
Rexall,1245 Dupont Street,Toronto,Ontario,M6H 2A6,Toronto Public Health,43.6675144,-79.4420692,2023-03-18
Rexall,"777 Bay Street, Unit C 216",Toronto,Ontario,M5G 2C8,Toronto Public Health,43.6604859,-79.3844559,2023-03-19
Rexall,"1 First Canadian Place, Unit CN1038",Toronto,Ontario,M5X 1C8,Toronto Public Health,43.648566,-79.381807,2023-03-20
Rexall,1115 Wilson Avenue,Toronto,Ontario,M3M 1H2,Toronto Public Health,43.725741,-79.4830004,2023-03-21
Rexall,901 Eglinton Avenue West,Toronto,Ontario,M6C 2C1,Toronto Public Health,43.7004107,-79.4270751,2023-03-22
Rexall,109 Dundas Street East,Trenton,Ontario,K8V 1L1,Hastings and Prince Edward Counties Health Unit,44.104481,-77.5690616,2023-03-23
Rexall,"2 Elgin Park Drive, Unit C",Uxbridge,Ontario,L9P 0B1,Durham Region Health Department,44.0960415,-79.1275992,2023-03-24
Rexall,3080 Highway 69 North,Val Caron,Ontario,P3N 1N7,Sudbury,46.612467,-81.006342,2023-03-25
Rexall,585 Weber Street North,Waterloo,Ontario,N2V 1V8,"Region of Waterloo, Public Health",43.4964037,-80.5505957,2023-03-26
Rexall,425 University Avenue East,Waterloo,Ontario,N2K 4C9,"Region of Waterloo, Public Health",43.4890635,-80.4919355,2023-03-27
