CFSAUID,PRUID,PRNAME,ices-covid-data_Public Health Unit,ices-covid-data_Start date of week,ices-covid-data_End date of week,ices-covid-data_Overall - % positivity,"ices-covid-data_Overall - number tested per 100,000 population",ices-covid-data_NON-LTC - % positivity,"ices-covid-data_NON-LTC - number tested per 100,000 population",data-pharmacy-counts_PRUID,data-pharmacy-counts_PRNAME,data-pharmacy-counts_all_pharmacies,data-pharmacy-counts_covid_vaccine_pharmacies,data-pharmacy-counts_covid_pharms,chosen%
N6B,"35",Ontario,2244 Middlesex-London Health Unit,21-Mar-21,27-Mar-21,0.05,1305,0.05,1305,"35",Ontario,"7","0",0.000,0
N6N,"35",Ontario,2244 Middlesex-London Health Unit,21-Mar-21,27-Mar-21,0,1473,0,1473,"35",Ontario,"0","0",0.000,
N6P,"35",Ontario,2244 Middlesex-London Health Unit,21-Mar-21,27-Mar-21,0,2266,0,2266,"35",Ontario,"3","0",0.000,0
N7A,"35",Ontario,2239 & 2254 Huron Perth Health Unit,21-Mar-21,27-Mar-21,0,1971,0,1959,"35",Ontario,"6","0",0.000,0
N7G,"35",Ontario,2244 Middlesex-London Health Unit,21-Mar-21,27-Mar-21,0.02,2194,0.02,2197,"35",Ontario,"8","0",0.000,0
N7L,"35",Ontario,2240 Chatham-Kent Health Unit,21-Mar-21,27-Mar-21,0.01,2018,0.01,2018,"35",Ontario,"14","1",1.000,0.0714285714285714
N7M,"35",Ontario,2240 Chatham-Kent Health Unit,21-Mar-21,27-Mar-21,0.03,1794,0.03,1797,"35",Ontario,"6","1",1.000,0.166666666666667
N7T,"35",Ontario,2242 Lambton Health Unit,21-Mar-21,27-Mar-21,0.04,4053,0.04,3994,"35",Ontario,"17","0",0.000,0
M8Z,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.05,2070,0.05,2070,"35",Ontario,"9","3",3.000,0.333333333333333
M9A,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.07,2195,0.07,2140,"35",Ontario,"9","2",2.000,0.222222222222222
M9B,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.06,2141,0.06,2115,"35",Ontario,"14","4",4.000,0.285714285714286
M9C,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.06,2697,0.07,2586,"35",Ontario,"19","5",5.000,0.263157894736842
M9L,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.09,1963,0.09,1963,"35",Ontario,"4","1",1.000,0.25
N4Z,"35",Ontario,2239 & 2254 Huron Perth Health Unit,21-Mar-21,27-Mar-21,0,2535,0,2535,"35",Ontario,"0","0",0.000,
N5A,"35",Ontario,2239 & 2254 Huron Perth Health Unit,21-Mar-21,27-Mar-21,0,1862,0,1857,"35",Ontario,"15","0",0.000,0
N5C,"35",Ontario,2275 Southwestern Health Unit,21-Mar-21,27-Mar-21,0.03,1989,0.03,1996,"35",Ontario,"7","2",2.000,0.285714285714286
N9V,"35",Ontario,2268 Windsor-Essex County Health Unit,21-Mar-21,27-Mar-21,0.03,1019,0.03,1015,"35",Ontario,"6","3",3.000,0.5
N6C,"35",Ontario,2244 Middlesex-London Health Unit,21-Mar-21,27-Mar-21,0.03,1875,0.03,1875,"35",Ontario,"17","0",0.000,0
M5A,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.08,1834,0.08,1835,"35",Ontario,"19","1",1.000,0.0526315789473684
M5B,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.11,1314,0.11,1314,"35",Ontario,"11","3",3.000,0.272727272727273
M5C,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0,1413,0,1413,"35",Ontario,"9","2",2.000,0.222222222222222
M5E,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.05,1494,0.05,1494,"35",Ontario,"2","2",2.000,1
M5G,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.03,1553,0.03,1553,"35",Ontario,"12","2",2.000,0.166666666666667
M6H,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.06,2320,0.06,2320,"35",Ontario,"22","3",3.000,0.136363636363636
M6J,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.04,1921,0.04,1922,"35",Ontario,"20","2",2.000,0.1
M6K,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.08,2010,0.09,2002,"35",Ontario,"16","3",3.000,0.1875
M6L,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.14,2123,0.14,2128,"35",Ontario,"3","1",1.000,0.333333333333333
R3T,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
R3V,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
R3W,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
R3X,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
N3P,"35",Ontario,2227 Brant County Health Unit,21-Mar-21,27-Mar-21,0,1911,0,1911,"35",Ontario,"3","0",0.000,0
N9Y,"35",Ontario,2268 Windsor-Essex County Health Unit,21-Mar-21,27-Mar-21,0.02,1587,0.02,1534,"35",Ontario,"4","3",3.000,0.75
P0A,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0,924,0,924,"35",Ontario,"5","0",0.000,0
P0B,"35",Ontario,2260 Simcoe Muskoka District Health Unit,21-Mar-21,27-Mar-21,0,846,0,846,"35",Ontario,"1","0",0.000,0
P0C,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0,1236,0,1236,"35",Ontario,"1","0",0.000,0
P0E,"35",Ontario,2260 Simcoe Muskoka District Health Unit,21-Mar-21,27-Mar-21,0,1426,0,1426,"35",Ontario,"1","0",0.000,0
P0G,"35",Ontario,2247 North Bay Parry Sound District Health Unit,21-Mar-21,27-Mar-21,0,1217,0,1217,"35",Ontario,"0","0",0.000,
P0H,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0,1217,0,1213,"35",Ontario,"12","0",0.000,0
P0J,"35",Ontario,2263 Timiskaming Health Unit,21-Mar-21,27-Mar-21,0,955,0,949,"35",Ontario,"11","3",3.000,0.272727272727273
P0K,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0,2098,0,2097,"35",Ontario,"7","0",0.000,0
P0L,"35",Ontario,2256 Porcupine Health Unit,21-Mar-21,27-Mar-21,0,2029,0,2032,"35",Ontario,"12","1",1.000,0.0833333333333333
P0M,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0.03,2729,0.04,2546,"35",Ontario,"20","0",0.000,0
P0N,"35",Ontario,2256 Porcupine Health Unit,21-Mar-21,27-Mar-21,0,1519,0,1528,"35",Ontario,"2","1",1.000,0.5
P0P,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0,1961,0,1977,,,,,,
P0R,"35",Ontario,2226 Algoma Public Health,21-Mar-21,27-Mar-21,0,3319,0,3314,,,,,,
P0S,"35",Ontario,2226 Algoma Public Health,21-Mar-21,27-Mar-21,0,2290,0,2294,"35",Ontario,"2","0",0.000,0
P0T,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0.03,2144,0.03,2148,"35",Ontario,"15","0",0.000,0
P0V,"35",Ontario,2249 Northwestern Health Unit,21-Mar-21,27-Mar-21,0.02,2365,0.02,2368,"35",Ontario,"5","0",0.000,0
P0W,"35",Ontario,2249 Northwestern Health Unit,21-Mar-21,27-Mar-21,0,1927,0,1935,"35",Ontario,"4","0",0.000,0
P0X,"35",Ontario,2249 Northwestern Health Unit,21-Mar-21,27-Mar-21,0.04,1675,0.04,1675,"35",Ontario,"1","0",0.000,0
P0Y,"35",Ontario,,,,,,,,"35",Ontario,"0","0",0.000,
P1A,"35",Ontario,2247 North Bay Parry Sound District Health Unit,21-Mar-21,27-Mar-21,0,988,0,995,"35",Ontario,"5","0",0.000,0
P1B,"35",Ontario,2247 North Bay Parry Sound District Health Unit,21-Mar-21,27-Mar-21,0,876,0,861,"35",Ontario,"16","2",2.000,0.125
P3P,"35",Ontario,2261 Sudbury and District Health Unit,21-Mar-21,27-Mar-21,0.04,3222,0.04,3222,"35",Ontario,"1","0",0.000,0
M5H,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0,998,0,998,"35",Ontario,"9","8",8.000,0.888888888888889
M5J,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.05,1189,0.05,1189,"35",Ontario,"8","3",3.000,0.375
R1A,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
R1B,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
R1C,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
R2P,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
R2R,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
R2V,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
R2W,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
R2X,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
N3R,"35",Ontario,2227 Brant County Health Unit,21-Mar-21,27-Mar-21,0.02,1969,0.02,1962,"35",Ontario,"18","1",1.000,0.0555555555555556
N3S,"35",Ontario,2227 Brant County Health Unit,21-Mar-21,27-Mar-21,0.03,2320,0.03,2319,"35",Ontario,"12","0",0.000,0
N3T,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0.03,2147,0.03,2150,"35",Ontario,"15","0",0.000,0
N3V,"35",Ontario,2227 Brant County Health Unit,21-Mar-21,27-Mar-21,0,2319,0,2319,"35",Ontario,"0","0",0.000,
N9A,"35",Ontario,2268 Windsor-Essex County Health Unit,21-Mar-21,27-Mar-21,0.04,1116,0.04,1115,"35",Ontario,"18","4",4.000,0.222222222222222
P3Y,"35",Ontario,2261 Sudbury and District Health Unit,21-Mar-21,27-Mar-21,0.05,2803,0.05,2803,"35",Ontario,"3","1",1.000,0.333333333333333
P4N,"35",Ontario,2256 Porcupine Health Unit,21-Mar-21,27-Mar-21,0,1723,0,1715,"35",Ontario,"8","0",0.000,0
P4P,"35",Ontario,2256 Porcupine Health Unit,21-Mar-21,27-Mar-21,0,1939,0,1939,"35",Ontario,"0","0",0.000,
R7N,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
R1N,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
N1P,"35",Ontario,2265 Region of Waterloo Public Health,21-Mar-21,27-Mar-21,0,1349,0,1349,"35",Ontario,"1","0",0.000,0
N1R,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0.02,1478,0.02,1407,"35",Ontario,"24","2",2.000,0.0833333333333333
N1S,"35",Ontario,2265 Region of Waterloo Public Health,21-Mar-21,27-Mar-21,0.03,2448,0.03,2426,"35",Ontario,"5","0",0.000,0
N1T,"35",Ontario,2265 Region of Waterloo Public Health,21-Mar-21,27-Mar-21,0.05,1313,0.05,1313,"35",Ontario,"7","1",1.000,0.142857142857143
N2P,"35",Ontario,2265 Region of Waterloo Public Health,21-Mar-21,27-Mar-21,0,1360,0,1360,"35",Ontario,"5","1",1.000,0.2
N2R,"35",Ontario,2265 Region of Waterloo Public Health,21-Mar-21,27-Mar-21,0,1207,0,1207,"35",Ontario,"3","0",0.000,0
N2T,"35",Ontario,2265 Region of Waterloo Public Health,21-Mar-21,27-Mar-21,0.03,1667,0.03,1667,"35",Ontario,"3","2",2.000,0.666666666666667
N9B,"35",Ontario,2268 Windsor-Essex County Health Unit,21-Mar-21,27-Mar-21,0,1002,0,1002,"35",Ontario,"8","4",4.000,0.5
N9C,"35",Ontario,2268 Windsor-Essex County Health Unit,21-Mar-21,27-Mar-21,0.08,899,0.08,902,"35",Ontario,"2","0",0.000,0
N9E,"35",Ontario,2268 Windsor-Essex County Health Unit,21-Mar-21,27-Mar-21,0.04,977,0.04,977,"35",Ontario,"8","4",4.000,0.5
R9A,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
S0A,"47",Saskatchewan,,,,,,,,"47",Saskatchewan,"0","0",0.000,
S0C,"47",Saskatchewan,,,,,,,,"47",Saskatchewan,"0","0",0.000,
S0E,"47",Saskatchewan,,,,,,,,"47",Saskatchewan,"0","0",0.000,
S0G,"47",Saskatchewan,,,,,,,,"47",Saskatchewan,"0","0",0.000,
S0H,"47",Saskatchewan,,,,,,,,"47",Saskatchewan,"0","0",0.000,
S0J,"47",Saskatchewan,,,,,,,,"47",Saskatchewan,"0","0",0.000,
S0K,"47",Saskatchewan,,,,,,,,"47",Saskatchewan,"0","0",0.000,
S0L,"47",Saskatchewan,,,,,,,,"47",Saskatchewan,"0","0",0.000,
S0M,"47",Saskatchewan,,,,,,,,"47",Saskatchewan,"0","0",0.000,
S0N,"47",Saskatchewan,,,,,,,,"47",Saskatchewan,"0","0",0.000,
S4A,"47",Saskatchewan,,,,,,,,"47",Saskatchewan,"0","0",0.000,
S4N,"47",Saskatchewan,,,,,,,,"47",Saskatchewan,"0","0",0.000,
S4S,"47",Saskatchewan,,,,,,,,"47",Saskatchewan,"0","0",0.000,
N2A,"35",Ontario,2265 Region of Waterloo Public Health,21-Mar-21,27-Mar-21,0.04,1258,0.04,1257,"35",Ontario,"13","1",1.000,0.0769230769230769
N2B,"35",Ontario,2265 Region of Waterloo Public Health,21-Mar-21,27-Mar-21,0.06,1491,0.06,1491,"35",Ontario,"5","2",2.000,0.4
N6E,"35",Ontario,2244 Middlesex-London Health Unit,21-Mar-21,27-Mar-21,0.06,1936,0.06,1778,"35",Ontario,"19","0",0.000,0
N7S,"35",Ontario,2242 Lambton Health Unit,21-Mar-21,27-Mar-21,0.02,5102,0.03,4219,"35",Ontario,"11","1",1.000,0.0909090909090909
N7V,"35",Ontario,2242 Lambton Health Unit,21-Mar-21,27-Mar-21,0.02,3649,0.02,3649,"35",Ontario,"3","0",0.000,0
N7W,"35",Ontario,2242 Lambton Health Unit,21-Mar-21,27-Mar-21,0,2814,0,2814,"35",Ontario,"0","0",0.000,
M9M,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.17,1949,0.17,1949,"35",Ontario,"5","0",0.000,0
M9N,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.09,2480,0.09,2386,"35",Ontario,"14","3",3.000,0.214285714285714
M9P,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.06,2542,0.06,2548,"35",Ontario,"10","1",1.000,0.1
R3Y,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
N5H,"35",Ontario,2275 Southwestern Health Unit,21-Mar-21,27-Mar-21,0,1489,0,1450,"35",Ontario,"7","0",0.000,0
N5L,"35",Ontario,2275 Southwestern Health Unit,21-Mar-21,27-Mar-21,0,2315,0,2350,"35",Ontario,"2","0",0.000,0
N5P,"35",Ontario,2275 Southwestern Health Unit,21-Mar-21,27-Mar-21,0.01,2102,0.01,2100,"35",Ontario,"7","1",1.000,0.142857142857143
N5R,"35",Ontario,2275 Southwestern Health Unit,21-Mar-21,27-Mar-21,0.02,2123,0.02,2108,"35",Ontario,"16","1",1.000,0.0625
N6G,"35",Ontario,2244 Middlesex-London Health Unit,21-Mar-21,27-Mar-21,0.03,1666,0.03,1658,"35",Ontario,"16","1",1.000,0.0625
M5M,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.02,2581,0.02,2581,"35",Ontario,"7","5",5.000,0.714285714285714
M5N,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.04,4366,0.04,4366,"35",Ontario,"4","0",0.000,0
M6M,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.1,2561,0.1,2539,"35",Ontario,"20","7",7.000,0.35
M6N,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.11,2337,0.11,2337,"35",Ontario,"14","2",2.000,0.142857142857143
M6P,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.04,1821,0.04,1821,"35",Ontario,"8","6",6.000,0.75
R4A,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
R4G,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
R4H,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
R4J,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
N3W,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0.04,2416,0.04,2416,"35",Ontario,"7","0",0.000,0
N3Y,"35",Ontario,2234 Haldimand-Norfolk Health Unit,21-Mar-21,27-Mar-21,0.02,1946,0.02,1948,"35",Ontario,"15","2",2.000,0.133333333333333
N4G,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0,1691,0,1695,"35",Ontario,"7","0",0.000,0
P1C,"35",Ontario,2247 North Bay Parry Sound District Health Unit,21-Mar-21,27-Mar-21,0,645,0,645,"35",Ontario,"0","0",0.000,
P1H,"35",Ontario,2260 Simcoe Muskoka District Health Unit,21-Mar-21,27-Mar-21,0,875,0,861,"35",Ontario,"10","1",1.000,0.1
P1L,"35",Ontario,2260 Simcoe Muskoka District Health Unit,21-Mar-21,27-Mar-21,0,1088,0,1081,"35",Ontario,"9","1",1.000,0.111111111111111
P1P,"35",Ontario,2260 Simcoe Muskoka District Health Unit,21-Mar-21,27-Mar-21,0,1411,0,1402,"35",Ontario,"8","1",1.000,0.125
P2A,"35",Ontario,2247 North Bay Parry Sound District Health Unit,21-Mar-21,27-Mar-21,0,1283,0,1273,"35",Ontario,"10","2",2.000,0.2
P2B,"35",Ontario,2247 North Bay Parry Sound District Health Unit,21-Mar-21,27-Mar-21,0,1403,0,1391,"35",Ontario,"6","1",1.000,0.166666666666667
P2N,"35",Ontario,2263 Timiskaming Health Unit,21-Mar-21,27-Mar-21,0,4193,0,4241,"35",Ontario,"4","0",0.000,0
P3A,"35",Ontario,2261 Sudbury and District Health Unit,21-Mar-21,27-Mar-21,0.04,3691,0.05,3046,"35",Ontario,"15","0",0.000,0
M5P,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.04,2082,0.04,2075,"35",Ontario,"7","4",4.000,0.571428571428571
M5R,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.03,1999,0.04,1961,"35",Ontario,"16","4",4.000,0.25
R2C,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
R2Y,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
R3A,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
R3B,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
R3C,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
R3E,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
N4B,"35",Ontario,2234 Haldimand-Norfolk Health Unit,21-Mar-21,27-Mar-21,0,1815,0,1802,"35",Ontario,"4","0",0.000,0
N4K,"35",Ontario,2233 Grey Bruce Health Unit,21-Mar-21,27-Mar-21,0.02,1729,0.02,1731,"35",Ontario,"18","0",0.000,0
L9A,"35",Ontario,2237 City of Hamilton - Public Health & Social Services,21-Mar-21,27-Mar-21,0.05,2290,0.05,2273,"35",Ontario,"12","0",0.000,0
P4R,"35",Ontario,2256 Porcupine Health Unit,21-Mar-21,27-Mar-21,0,1289,0,1289,"35",Ontario,"3","0",0.000,0
P5A,"35",Ontario,2226 Algoma Public Health,21-Mar-21,27-Mar-21,0,1582,0,1582,"35",Ontario,"6","1",1.000,0.166666666666667
P5E,"35",Ontario,2261 Sudbury and District Health Unit,21-Mar-21,27-Mar-21,0,2878,0,2819,"35",Ontario,"6","0",0.000,0
P5N,"35",Ontario,2256 Porcupine Health Unit,21-Mar-21,27-Mar-21,0,3839,0,3814,"35",Ontario,"6","1",1.000,0.166666666666667
P6A,"35",Ontario,2226 Algoma Public Health,21-Mar-21,27-Mar-21,0,1674,0,1659,"35",Ontario,"13","0",0.000,0
R2E,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
R2G,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
R2H,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
N2C,"35",Ontario,2265 Region of Waterloo Public Health,21-Mar-21,27-Mar-21,0.04,1249,0.04,1226,"35",Ontario,"7","2",2.000,0.285714285714286
N2E,"35",Ontario,2265 Region of Waterloo Public Health,21-Mar-21,27-Mar-21,0.03,1425,0.03,1425,"35",Ontario,"13","1",1.000,0.0769230769230769
N2V,"35",Ontario,2265 Region of Waterloo Public Health,21-Mar-21,27-Mar-21,0.03,1461,0.03,1447,"35",Ontario,"10","0",0.000,0
N2Z,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0,1142,0,1145,"35",Ontario,"5","0",0.000,0
V6P,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V6R,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V6S,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V6T,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V7K,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V7L,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V7M,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
T9X,"48",Alberta,,,,,,,,"48",Alberta,"0","0",0.000,
V0L,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V0M,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V0N,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V0P,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V0R,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V0S,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V0T,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V0V,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V0W,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V0X,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V1B,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V1C,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V1E,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V1G,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V1H,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V1J,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V1K,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V2S,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V2T,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V2V,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V2W,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V5P,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
T2B,"48",Alberta,,,,,,,,"48",Alberta,"0","0",0.000,
T2C,"48",Alberta,,,,,,,,"48",Alberta,"0","0",0.000,
T2E,"48",Alberta,,,,,,,,"48",Alberta,"0","0",0.000,
T6H,"48",Alberta,,,,,,,,"48",Alberta,"0","0",0.000,
T6J,"48",Alberta,,,,,,,,"48",Alberta,"0","0",0.000,
T3C,"48",Alberta,,,,,,,,"48",Alberta,"0","0",0.000,
T3E,"48",Alberta,,,,,,,,"48",Alberta,"0","0",0.000,
T3G,"48",Alberta,,,,,,,,"48",Alberta,"0","0",0.000,
V4W,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V4X,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V5R,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V5S,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V5T,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V5V,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
S7N,"47",Saskatchewan,,,,,,,,"47",Saskatchewan,"0","0",0.000,
T6K,"48",Alberta,,,,,,,,"48",Alberta,"0","0",0.000,
T6L,"48",Alberta,,,,,,,,"48",Alberta,"0","0",0.000,
V3H,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V3J,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
T8H,"48",Alberta,,,,,,,,"48",Alberta,"0","0",0.000,
T8T,"48",Alberta,,,,,,,,"48",Alberta,"0","0",0.000,
T8V,"48",Alberta,,,,,,,,"48",Alberta,"0","0",0.000,
T8W,"48",Alberta,,,,,,,,"48",Alberta,"0","0",0.000,
T9A,"48",Alberta,,,,,,,,"48",Alberta,"0","0",0.000,
T9C,"48",Alberta,,,,,,,,"48",Alberta,"0","0",0.000,
V8M,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V8N,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V8P,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V8R,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
T4B,"48",Alberta,,,,,,,,"48",Alberta,"0","0",0.000,
T4C,"48",Alberta,,,,,,,,"48",Alberta,"0","0",0.000,
T4G,"48",Alberta,,,,,,,,"48",Alberta,"0","0",0.000,
T4J,"48",Alberta,,,,,,,,"48",Alberta,"0","0",0.000,
T4L,"48",Alberta,,,,,,,,"48",Alberta,"0","0",0.000,
V1L,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V1N,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
