location_code,name,city,street,X,Y,postal,fsa,type
-78.331433244.31789935Other/Independent,Brookdale Ida Pharmacy,Peterborough,829 Chemong Rd,-78.3314332,44.31789935,K9H5Z5,K9H,Other/Independent
-78.333148944.28131254Loblaw,Loblaw Pharmacy #2831,Peterborough,769 Borden Ave,-78.3331489,44.28131254,K9J1Z2,K9J,Loblaw
-78.3333714144.32472785Walmart,Wal-Mart Pharmacy,Peterborough,1002 Chemong Rd,-78.33337141,44.32472785,K9H7E2,K9H,Walmart
-78.334313644.28312924Guardian,High St. Guardian Pharmacy,Peterborough,815 High St,-78.3343136,44.28312924,K9J8J9,K9J,Guardian
-78.334864244.28387064Shoppers Drug Mart,Shoppers Drug Mart #614,Peterborough,741 Lansdowne St W,-78.3348642,44.28387064,K9J1Z2,K9J,Shoppers Drug Mart
-78.3359946144.32291935Shoppers Drug Mart,Shoppers Drug Mart #1011,Peterborough,971 Chemong Rd,-78.33599461,44.32291935,K9H7E3,K9H,Shoppers Drug Mart
-78.3390821144.32763955Other/Independent,Ennismore Pharmacy,Peterborough,RR 1,-78.33908211,44.32763955,K9J6X2,K9J,Other/Independent
-78.3392442144.32930705Rexall,Rexall #6910,Peterborough,1154 Chemong Rd,-78.33924421,44.32930705,K9H7J6,K9H,Rexall
-78.3405294144.29988785Other/Independent,Medical Centre Pharmacy,Peterborough,707 Charlotte St,-78.34052941,44.29988785,K9J7B3,K9J,Other/Independent
-78.340636344.27269504Costco,Costco Pharmacy #591,Peterborough,485 The Parkway,-78.3406363,44.27269504,K9J2A1,K9J,Costco
-78.3406813144.29947435Other/Independent,Westmount Pharmacy,Peterborough,1293 Cionsilla Ave,-78.34068131,44.29947435,K9J5Z3,K9J,Other/Independent
-78.3434279144.28441094Walmart,Wal-Mart Pharmacy #1162,Peterborough,950 Lansdowne St W,-78.34342791,44.28441094,K9J1Z9,K9J,Walmart
-78.3455531144.30124535Pharmasave,Pharmasave the Clinic Pharmacy,Peterborough,26 Hospital Dr,-78.34555311,44.30124535,K9J7C3,K9J,Pharmasave
-78.3457564144.28245814Other/Independent,Kashyap's Pharmacy,Peterborough,1040 Lansdowne St W,-78.34575641,44.28245814,K9J2A1,K9J,Other/Independent
-78.3479842344.55411909Other/Independent,Remedy's Rx Buckhorn Phcy,Buckhorn,Main St,-78.34798423,44.55411909,K0L1J0,K0L,Other/Independent
-78.3512793144.28207994Sobeys,Sobeys Pharmacy #7223,Peterborough,1200 Landsdowne St W,-78.35127931,44.28207994,K9J2A1,K9J,Sobeys
-78.3757415244.27406864Shoppers Drug Mart,Shoppers Drug Mart #1017,Peterborough,1875 Lansdowne St W,-78.37574152,44.27406864,K9K0C9,K9K,Shoppers Drug Mart
-78.3817712244.28660894Other/Independent,Sherbrooke Heights Pharmacy,Peterborough,1625 Sherbrooke St W,-78.38177122,44.28660894,K9J6X4,K9J,Other/Independent
-78.3832450344.38258386Other/Independent,Bridgenorth Pharmacy,Bridgenorth,871 Ward St,-78.38324503,44.38258386,K0L1H0,K0L,Other/Independent
-78.4487952344.15070322Other/Independent,Millbrook Pharmacy,Millbrook,8 King St E,-78.44879523,44.15070322,L0A1G0,L0A,Other/Independent
-78.5081119345.04608797Rexall,Rexall #6999,Haliburton,224 Highland St,-78.50811193,45.04608797,K0M1S0,K0M,Rexall
-78.5091128345.04638437Other/Independent,Haliburton Highland Pharmacy,Haliburton,211 Highland St,-78.50911283,45.04638437,K0M1S0,K0M,Other/Independent
-78.5105054345.04540797Shoppers Drug Mart,Shoppers Drug Mart #1530,Haliburton,186 Highland St,-78.51050543,45.04540797,K0M1S0,K0M,Shoppers Drug Mart
-78.5358296445.04616927Loblaw,Drugstore Pharmacy #4264,Haliburton,5121 County Rd 21,-78.53582964,45.04616927,K0M1S0,K0M,Loblaw
-78.5395709944.53839898Pharmasave,Village Gate Pharmasave,Kawartha Lakes,101 E St S,-78.53957099,44.53839898,K0M1A0,K0M,Pharmasave
-78.5443164944.53607078Shoppers Drug Mart,Shoppers Drug Mart #1538,Kawartha Lakes,85 Bolton St,-78.54431649,44.53607078,K0M1A0,K0M,Shoppers Drug Mart
-78.5582995844.29948124Other/Independent,Countryside Pharmacy,Kawartha Lakes,19 King St E,-78.55829958,44.29948124,K0L2W0,K0L,Other/Independent
-78.5884392543.91739087Shoppers Drug Mart,Shoppers Drug Mart 1251,Newcastle,1 King Ave E,-78.58843925,43.91739087,L1B1H3,L1B,Shoppers Drug Mart
-78.5895490543.91813127Other/Independent,Newcastle Pharmacy,Newcastle,50 Mill St N,-78.58954905,43.91813127,L1B1L4,L1B,Other/Independent
-78.5900885543.91706607Other/Independent,Castle Pharmacy (Ida),Newcastle,71 King Ave W,-78.59008855,43.91706607,L1B1L2,L1B,Other/Independent
-78.6158677643.89924776Other/Independent,Wilmot Creek Pharmacy,Newcastle,1 Wheelhouse Dr,-78.61586776,43.89924776,L1B1B9,L1B,Other/Independent
-78.6177738743.97720518Other/Independent,Stutts Pharmacy,Orono,5344 Main St,-78.61777387,43.97720518,L0B1M0,L0B,Other/Independent
-78.6275728844.099895Other/Independent,Pontypool Pharmacy,Kawartha Lakes,229 John St,-78.62757288,44.099895,L0A1K0,L0A,Other/Independent
-78.6514969544.78166802Other/Independent,Kinmount Pharmacy,Kinmount,31 County Rd 503,-78.65149695,44.78166802,K0M2A0,K0M,Other/Independent
-78.6521536544.78301092Other/Independent,Kinmount Downtown Pharmacy,Kinmount,4084 County Rd 121,-78.65215365,44.78301092,K0M2A0,K0M,Other/Independent
-78.6733798843.91112706Metro,Metro Pharmacy #543,Bowmanville,243 King St E,-78.67337988,43.91112706,L1C3X1,L1C,Metro
-78.6733798843.91112706Shoppers Drug Mart,Shoppers Drug Mart #912,Bowmanville,243 King St E,-78.67337988,43.91112706,L1C3X1,L1C,Shoppers Drug Mart
-78.6746914843.92084117Other/Independent,Bowmanville Compounding Pharma,Bowmanville,100 Mearns Ave,-78.67469148,43.92084117,L1C5M3,L1C,Other/Independent
-78.6769691843.91159666Other/Independent,Bowanville Clinic Pharmacy Ltd,Bowmanville,222 King St E,-78.67696918,43.91159666,L1C1P6,L1C,Other/Independent
-78.6772350843.91096046Pharmasave,Pharmasave Mdcne Chest Phrmcy,Bowmanville,221 King St E,-78.67723508,43.91096046,L1C1P7,L1C,Pharmasave
-78.6794505843.91103486Other/Independent,Bowmanville Medical Pharmacy,Bowmanville,196 King St E,-78.67945058,43.91103486,L1C1P1,L1C,Other/Independent
-78.6837829843.91054666Other/Independent,Bowmanville Pharmacy,Bowmanville,133 King St E,-78.68378298,43.91054666,L1C1N6,L1C,Other/Independent
-78.6895860943.91214936Other/Independent,Mcgregor Ida Drugs,Bowmanville,5 King St W,-78.68958609,43.91214936,L1C1R2,L1C,Other/Independent
-78.6899215943.93054057Shoppers Drug Mart,Shoppers Drug Mart #1404,Bowmanville,570 Longworth Ave,-78.68992159,43.93054057,L1C0H4,L1C,Shoppers Drug Mart
-78.6934667843.90486266Other/Independent,Remedy's Rx Global Drug Mart,Bowmanville,130 Waverley Rd,-78.69346678,43.90486266,L1C3W9,L1C,Other/Independent
-78.7059889943.90819926Shoppers Drug Mart,Shoppers Drug Mart #911,Bowmanville,2401 Hwy 2,-78.70598899,43.90819926,L1C4V4,L1C,Shoppers Drug Mart
-78.7061049246.31810207Other/Independent,Mattawa Pharmacy,Mattawa,300 Main St,-78.70610492,46.31810207,P0H1V0,P0H,Other/Independent
-78.7109502943.90839956Loblaw,Loblaw Pharmacy #1064,Bowmanville,2375 Hwy 2,-78.71095029,43.90839956,L1C5A3,L1C,Loblaw
-78.7166052943.91194566Walmart,Wal-Mart Pharmacy,Bowmanville,2320 Hwy,-78.71660529,43.91194566,L1C3K7,L1C,Walmart
-78.7241539944.92519604Pharmasave,Minden Pharmasave,Minden,110 Bobcaygeon Rd,-78.72415399,44.92519604,K0M2K0,K0M,Pharmasave
-78.7251569944.92034674Other/Independent,Highland Remedy's Rx 160,Minden,33 Bobcaygeon Rd,-78.72515699,44.92034674,K0H2K0,K0H,Other/Independent
-78.7253148244.21336271Other/Independent,Janetville Pharmacy,Kawartha Lakes,675 Janetville Rd,-78.72531482,44.21336271,L0B1K0,L0B,Other/Independent
-78.7257892544.53142447Other/Independent,Fenelon Falls Community Pharma,Kawartha Lakes,205 Francis St E,-78.72578925,44.53142447,K0M1N0,K0M,Other/Independent
-78.7358383444.35503544Other/Independent,R.X Drug Mart,Kawartha Lakes,51 Kent St W,-78.73583834,44.35503544,K9V2X9,K9V,Other/Independent
-78.7361744644.53761747Other/Independent,Fenelon Falls Pharmacy,Kawartha Lakes,53 Colborne St,-78.73617446,44.53761747,K0M1N0,K0M,Other/Independent
-78.7369352544.53663477Other/Independent,Macarthur Drugs (1984) Ltd,Kawartha Lakes,21 Colborne St,-78.73693525,44.53663477,K0M1N0,K0M,Other/Independent
-78.7374007444.35525914Shoppers Drug Mart,Shoppers Drug Mart #948,Kawartha Lakes,74 Kent St W,-78.73740074,44.35525914,K9V2Y4,K9V,Shoppers Drug Mart
-78.7384211444.35487854Other/Independent,Remedy's Rx on Kent,Kawartha Lakes,108 Kent St W,-78.73842114,44.35487854,K9V2Y4,K9V,Other/Independent
-78.7402700444.35393344Other/Independent,Victoria Drug Mart,Kawartha Lakes,189 Kent St W,-78.74027004,44.35393344,K9V5G6,K9V,Other/Independent
-78.7418028444.35295654Other/Independent,Queen's Square Pharmacy,Kawartha Lakes,86 Russell St W,-78.74180284,44.35295654,K9V6A5,K9V,Other/Independent
-78.7478807444.34551254Rexall,Rexall Pharma Plus #2121,Kawartha Lakes,86 Angeline St S,-78.74788074,44.34551254,K9V3L5,K9V,Rexall
-78.7548824544.35531374Other/Independent,Kawartha Lakes Pharmacy,Kawartha Lakes,55 Angeline St N,-78.75488245,44.35531374,K9V5B7,K9V,Other/Independent
-78.7551481444.35074224Shoppers Drug Mart,Shoppers Drug Mart #1217,Kawartha Lakes,343 Kent St W,-78.75514814,44.35074224,K9V2Z7,K9V,Shoppers Drug Mart
-78.7601955544.34854314Other/Independent,Pharma Plus #2238,Kawartha Lakes,401 Kent St W,-78.76019555,44.34854314,K9V4Z1,K9V,Other/Independent
-78.7613313544.35072104Loblaw,Loblaw Pharmacy 1022,Kawartha Lakes,400 Kent St W,-78.76133135,44.35072104,K9V6K2,K9V,Loblaw
-78.7628093544.34650664Other/Independent,Integrated Care Pharmacy,Kawartha Lakes,10 Moose Rd,-78.76280935,44.34650664,K9V6K8,K9V,Other/Independent
-78.7774457143.91158856Pharmasave,Courtice Pharmasave,Courtice,2727 Courtice Rd,-78.77744571,43.91158856,L1E3A2,L1E,Pharmasave
-78.7973229944.65895349Other/Independent,Coby Pharmacy,Kawartha Lakes,6662 Ontario 35,-78.79732299,44.65895349,K0M1K0,K0M,Other/Independent
-78.7976887243.89126745Other/Independent,Courtice Medical Pharmacy,Courtice,15 Rosswell Dr,-78.79768872,43.89126745,L1E0E2,L1E,Other/Independent
-78.8052401644.34809983Walmart,Wal-Mart Pharmacy,Kawartha Lakes,1535 Ontario 7,-78.80524016,44.34809983,L9L1B5,L9L,Walmart
-78.8076018243.90742646Other/Independent,Health Centre Pharmacy,Courtice,1450 Hwy 2,-78.80760182,43.90742646,L1E3C3,L1E,Other/Independent
-78.8080856243.90702016Shoppers Drug Mart,Shoppers Drug Mart #689,Courtice,1430 King St E,-78.80808562,43.90702016,L1E2J5,L1E,Shoppers Drug Mart
-78.8125661243.90823176Other/Independent,Townline Pharmacy,Courtice,1414 King St E,-78.81256612,43.90823176,L1E3B4,L1E,Other/Independent
-78.8139218243.90607586Other/Independent,Appletree Pharmacy,Oshawa,1345 King St E,-78.81392182,43.90607586,L1H1J3,L1H,Other/Independent
-78.8148956243.89037665Other/Independent,Lovell Drugs,Oshawa,600 Grandview St S,-78.81489562,43.89037665,L1H8P4,L1H,Other/Independent
-78.8153399343.90728036Walmart,Walmart Pharmacy,Oshawa,1300 King St E,-78.81533993,43.90728036,L1H8J4,L1H,Walmart
-78.8205228444.10720749Other/Independent,Wellness Sheild,Blackstock,14020 Old Scugog Rd,-78.82052284,44.10720749,L0B1B0,L0B,Other/Independent
-78.8372705343.92311376Other/Independent,Harmony Valley Phrmc (Remedy's,Oshawa,701 Grandview St N,-78.83727053,43.92311376,L1K2K1,L1K,Other/Independent
-78.8391049343.90294775Other/Independent,OM.C Pharmacy,Oshawa,675 King St E,-78.83910493,43.90294775,L1H1G4,L1H,Other/Independent
-78.8399168343.89258565Pharmasave,Pharmasave-Devon Pharmacy,Oshawa,360 Wilson Rd S,-78.83991683,43.89258565,L1H6C7,L1H,Pharmasave
-78.8410514343.90240275Other/Independent,King Street Pharmacy,Oshawa,621 King St E,-78.84105143,43.90240275,L1H1G3,L1H,Other/Independent
-78.8412726343.90364035Other/Independent,Shoprite Pharmacy,Oshawa,600 King St E,-78.84127263,43.90364035,L1H1G6,L1H,Other/Independent
-78.8426435343.90229015Other/Independent,Eastview Pharmacy,Oshawa,573 King St E,-78.84264353,43.90229015,L1H1G3,L1H,Other/Independent
-78.8437176443.94186046Loblaw,Loblaw Pharmacy #1043,Oshawa,1385 Harmony Rd N,-78.84371764,43.94186046,L1H7K5,L1H,Loblaw
-78.8498198343.86987765Shoppers Drug Mart,Shoppers Drug Mart #983,Oshawa,199 Wentworth St W,-78.84981983,43.86987765,L1J6P4,L1J,Shoppers Drug Mart
-78.8508467443.94269396Walmart,Wal-Mart Pharmacy,Oshawa,1470 Harmony Rd N,-78.85084674,43.94269396,L1H7K5,L1H,Walmart
-78.8510974443.91947286Shoppers Drug Mart,Shoppers Drug Mart #688,Oshawa,545 Rossland Rd E,-78.85109744,43.91947286,L1J3H1,L1J,Shoppers Drug Mart
-78.8514467443.93992346Shoppers Drug Mart,Shoppers Drug Mart #1249.,Oshawa,784 Taunton Rd E,-78.85144674,43.93992346,L1H7K5,L1H,Shoppers Drug Mart
-78.8524469343.87838265Other/Independent,Simcoe Street Pharmacy Ltd,Oshawa,777 Simcoe St S,-78.85244693,43.87838265,L1H4K5,L1H,Other/Independent
-78.8536420443.88049805Other/Independent,Canadian Add. Treatm. Phcy. Lp,Oshawa,45 Bloor St E,-78.85364204,43.88049805,L1H3L9,L1H,Other/Independent
-78.8570648443.90311625Costco,Costco Pharmacy #1128,Oshawa,130 Ritson Rd,-78.85706484,43.90311625,L1G0A6,L1G,Costco
-78.8576406443.89951445Other/Independent,Steripharm Laboratories Inc,Oshawa,172 King St E,-78.85764064,43.89951445,L1H1B7,L1H,Other/Independent
-78.8585238443.93885296Sobeys,Sobeys Pharmacy # 7207,Oshawa,1377 Wilson St N,-78.85852384,43.93885296,L1K2Z5,L1K,Sobeys
-78.8594526443.89831975Other/Independent,Clinic Pharmacy,Oshawa,117 King St E,-78.85945264,43.89831975,L1H1B9,L1H,Other/Independent
-78.8598948744.28473372Other/Independent,Little Britain Pharmacy,Little Britain,415 Eldon Rd,-78.85989487,44.28473372,K0M2C0,K0M,Other/Independent
-78.8599391443.89803605Other/Independent,Pharmachoice,Oshawa,97 King St E,-78.85993914,43.89803605,L1H1B8,L1H,Other/Independent
-78.8608237443.89001615Other/Independent,Prescription Pharmacy,Oshawa,11 Gibb St,-78.86082374,43.89001615,L1H2J9,L1H,Other/Independent
-78.8621948443.89387295Other/Independent,Walters Pharmacy,Oshawa,140 Simcoe St S,-78.86219484,43.89387295,L1H4G9,L1H,Other/Independent
-78.8633005443.87418935Other/Independent,Oshawa Lakeview Pharmacy,Oshawa,799 Park Rd S,-78.86330054,43.87418935,L1J4K1,L1J,Other/Independent
-78.8633190443.89785695Other/Independent,Lovell Drugs,Oshawa,8 King St E,-78.86331904,43.89785695,L1H1A9,L1H,Other/Independent
-78.8635880443.89682895Other/Independent,Oshawa Central Pharmacy Ltd,Oshawa,32 Simcoe St S,-78.86358804,43.89682895,L1H4G2,L1H,Other/Independent
-78.8643565443.90066295Other/Independent,Medplus Pharmacy,Oshawa,111 Simcoe St N,-78.86435654,43.90066295,L2B4S4,L2B,Other/Independent
-78.8643993443.89873215Other/Independent,Oshawa Discount Pharmacy,Oshawa,44 Simcoe St N,-78.86439934,43.89873215,L1G4S1,L1G,Other/Independent
-78.8647600443.90087845Other/Independent,Parkwood Pharmacy,Oshawa,117 Simcoe St N,-78.86476004,43.90087845,L1G4S4,L1G,Other/Independent
-78.8654457443.89944135Other/Independent,Specialty Pharma Solutions,Oshawa,44 Richmond St W,-78.86544574,43.89944135,L1G1C7,L1G,Other/Independent
-78.8660868443.90435155Other/Independent,Oshawa Health Centre Pharmacy,Oshawa,247 Simcoe St N,-78.86608684,43.90435155,L1G4T3,L1G,Other/Independent
-78.8665291443.89820515Other/Independent,Pharmachoice,Oshawa,60 Bond St W,-78.86652914,43.89820515,L1G1A5,L1G,Other/Independent
-78.8704210443.93726186Other/Independent,North Oshawa Pharmacy,Oshawa,1400 Ritson Rd N,-78.87042104,43.93726186,L1G7W4,L1G,Other/Independent
-78.8704542543.93553186Other/Independent,Ritson Pharmacy,Oshawa,250 Taunton Rd E,-78.87045425,43.93553186,L1G7T1,L1G,Other/Independent
-78.8721899543.94406246Other/Independent,Custom Care Phcy & Compounding,Oshawa,501 Coldstream Dr,-78.87218995,43.94406246,L1K3B3,L1K,Other/Independent
-78.8733821443.89611405Shoppers Drug Mart,Shoppers Drug Mart #615,Oshawa,20 Warren Ave,-78.87338214,43.89611405,L1J0A1,L1J,Shoppers Drug Mart
-78.8755509543.92686666Other/Independent,Simcoe North Pharmacy,Oshawa,1053 Simcoe St N,-78.87555095,43.92686666,L1G4X1,L1G,Other/Independent
-78.8759015543.92407926Other/Independent,Scotts Drug Mart,Oshawa,1000 Simcoe St N,-78.87590155,43.92407926,L1G4W4,L1G,Other/Independent
-78.8778646543.93366356Other/Independent,Taunton Pharmacy,Oshawa,30 Taunton Rd E,-78.87786465,43.93366356,L1G3T7,L1G,Other/Independent
-78.8779241443.89517455Other/Independent,Intrepid Pharmacy,Oshawa,379 Bond St W,-78.87792414,43.89517455,L1J8R7,L1J,Other/Independent
-78.8780715443.88515135Loblaw,Loblaw Pharmacy #2842,Oshawa,481 Gibb St,-78.87807154,43.88515135,L1J1Z4,L1J,Loblaw
-78.8789547443.88944105Other/Independent,Shopers Drug Mart #1290,Oshawa,419 King St W,-78.87895474,43.88944105,L1J2K5,L1J,Other/Independent
-78.8804152443.89441085Rexall,Rexall Pharma Plus #1504,Oshawa,438 King St W,-78.88041524,43.89441085,L1J2K9,L1J,Rexall
-78.8805921443.87614675Walmart,Wal-Mart Pharmacy,Oshawa,680 Laval Dr,-78.88059214,43.87614675,L1J0B5,L1J,Walmart
-78.8840161543.96933496Other/Independent,The Medicine Shoppe #191,Oshawa,Ritson Rd N,-78.88401615,43.96933496,L1G7Z9,L1G,Other/Independent
-78.8842181543.89338395Other/Independent,Island Plaza Pharmacy,Oshawa,540 King St W,-78.88421815,43.89338395,L1J7J1,L1J,Other/Independent
-78.8903642543.91148865Other/Independent,Lovell Drugs Ltd,Oshawa,500 Rossland Rd W,-78.89036425,43.91148865,L1J3H2,L1J,Other/Independent
-78.8937245543.94687626Shoppers Drug Mart,Shoppers Drug Mart,Oshawa,2045 Simcoe St N,-78.89372455,43.94687626,L1H7K4,L1H,Shoppers Drug Mart
-78.8940644745.24298148Pharmasave,Pharmasave Dorset Village Phcy,Dorset,1103 Main St,-78.89406447,45.24298148,P0A1E0,P0A,Pharmasave
-78.8964112543.94562226Other/Independent,Lovell Drugs,Oshawa,2000 Simcoe St N,-78.89641125,43.94562226,L1H3K5,L1H,Other/Independent
-78.8997374543.90798695Other/Independent,Thornton Rd Pharmacy,Oshawa,575 Thornton Rd N,-78.89973745,43.90798695,L1J8L5,L1J,Other/Independent
-78.9008427543.88970765Other/Independent,East Whitby Pharmacy,Whitby,1916 Dundas St E,-78.90084275,43.88970765,L1N2L6,L1N,Other/Independent
-78.9022132543.92723656Other/Independent,Medical Pharmacy,Oshawa,1290 Keith Ross Court,-78.90221325,43.92723656,L1H7K4,L1H,Other/Independent
-78.9037787543.88713655Shoppers Drug Mart,Shoppers Drug Mart #508,Whitby,1801 Dundas St E,-78.90377875,43.88713655,L1N7C5,L1N,Shoppers Drug Mart
-78.9109885543.88469355Other/Independent,Total Health Pharmacy #122,Whitby,1615 Dundas St E,-78.91098855,43.88469355,L1N2L1,L1N,Other/Independent
-78.9109885543.88469355Sobeys,Sobeys Pharmacy #7226,Whitby,1615 Dundas St E,-78.91098855,43.88469355,L1N2L1,L1N,Sobeys
-78.9124380543.88387015Other/Independent,Glen Hill Pharmacy,Whitby,80 Thickson Rd S,-78.91243805,43.88387015,L1N7T2,L1N,Other/Independent
-78.9137530543.88391605Metro,Metro Pharmacy #506,Whitby,70 Thickson Rd S,-78.91375305,43.88391605,L1N7T2,L1N,Metro
-78.9186719742.92990498Other/Independent,MRS.O'S Pharmacy,Fort Erie,118 Jarvis St,-78.91867197,42.92990498,L2A2S4,L2A,Other/Independent
-78.9225478742.90519097Other/Independent,Fort Erie Pharmacy,Fort Erie,224 Garrison Rd,-78.92254787,42.90519097,L2A1M7,L2A,Other/Independent
-78.9232992643.91379405Other/Independent,Medicine Shoppe Pharmacy #234,Whitby,3555 Thickson Rd N,-78.92329926,43.91379405,L1R2H1,L1R,Other/Independent
-78.9259070643.92336865Shoppers Drug Mart,Shoppers Drug Mart #1238,Whitby,4081 Thickson Rd N,-78.92590706,43.92336865,L1R2X3,L1R,Shoppers Drug Mart
-78.9262949842.90500467Rexall,Rexall,Fort Erie,310 C Garrison Rd,-78.92629498,42.90500467,L2A1M7,L2A,Rexall
-78.9267365643.92405685Metro,Metro Pharmacy #536,Whitby,4111 Thickson Rd N,-78.92673656,43.92405685,L1R2X3,L1R,Metro
-78.9278545643.89393165Pharmasave,Pringle Creek Pharmasave,Whitby,728 Anderson St,-78.92785456,43.89393165,L1N3V6,L1N,Pharmasave
-78.9294429643.92224105Other/Independent,The Medicine Shoppe Pharmacy,Whitby,670 Taunton Rd E,-78.92944296,43.92224105,L1R0K6,L1R,Other/Independent
-78.9316783842.90582267Shoppers Drug Mart,Shoppers Drug Mart #783,Fort Erie,450 Garrison Rd,-78.93167838,42.90582267,L2A1N2,L2A,Shoppers Drug Mart
-78.9372722844.10287578Other/Independent,Port Perry Remedy's Rx,Port Perry,1893 Scugog St,-78.93727228,44.10287578,L9L1H9,L9L,Other/Independent
-78.9384356643.89953415Other/Independent,Whitby Community Ida,Whitby,701 Rossland Rd E,-78.93843566,43.89953415,L1N8Y9,L1N,Other/Independent
-78.9389670844.10165248Other/Independent,Phmcy Associates of Port Perry,Port Perry,11 Water St,-78.93896708,44.10165248,L9L1H9,L9L,Other/Independent
-78.9397752842.90597187Other/Independent,Garrison Road Remedy's Rx,Fort Erie,660 Garrison Rd,-78.93977528,42.90597187,L2A2R5,L2A,Other/Independent
-78.9411104844.10118298Shoppers Drug Mart,Shoppers Drug Mart #1018,Port Perry,1865 Scugog St,-78.94111048,44.10118298,L9L1J3,L9L,Shoppers Drug Mart
-78.9411168643.87619965Shoppers Drug Mart,Shoppers Drug Mart #1517,Whitby,368 Brock St S,-78.94111686,43.87619965,L1N4K4,L1N,Shoppers Drug Mart
