location_code,name,city,province,covid_site,street,date,X,Y,postal,fsa,type
43.76875-79.387239Loblaw,Loblaws,Toronto,Ontario,Yes,2877 Bayview Ave,2022-04-25,43.76875,-79.387239,M2K2S3,M2K,Loblaw
43.7699397-79.1849207Shoppers Drug Mart,Shoppers Drug Mart,Scarborough,Ontario,Yes,255 Morningside Ave,2024-02-21,43.7699397,-79.1849207,M1E3E6,M1E,Shoppers Drug Mart
43.7701502-79.3748452Other/Independent,The Medicine Shoppe Pharmacy,Toronto,Ontario,Yes,794 Sheppard Ave E,2024-09-02,43.7701502,-79.3748452,M2K1C3,M2K,Other/Independent
43.7706293-79.6382803Costco,Costco Pharmacy,Woodbridge,Ontario,Yes,55 New Huntington Rd,2021-07-09,43.7706293,-79.6382803,L4H0P5,L4H,Costco
43.7709283-80.0643303Rexall,Rexall,Erin,Ontario,Yes,123 Main St,2022-12-01,43.7709283,-80.0643303,N0B1T0,N0B,Rexall
43.7711798-79.7548095Other/Independent,Father Tobin Pharmacy,Brampton,Ontario,Yes,105 Father Tobin Rd,2021-11-02,43.7711798,-79.7548095,L6R0W9,L6R,Other/Independent
43.7714828-79.7785032Other/Independent,Pulse Pharmacy,Brampton,Ontario,Yes,11755 Bramalea Rd Unit 4,2022-10-13,43.7714828,-79.7785032,L6R3S9,L6R,Other/Independent
43.7716344-79.2092939Guardian,Orton Park Guardian Pharmacy,Scarborough,Ontario,Yes,136 Orton Park Rd,2022-08-03,43.7716344,-79.2092939,M1G3H1,M1G,Guardian
43.7719194-79.2840048Other/Independent,Kennedy Road Pharmacy,Scarborough,Ontario,Yes,2 Antrim Crescent Unit 4,2022-02-03,43.7719194,-79.2840048,M1P2N3,M1P,Other/Independent
43.7721385-79.5466855Costco,Costco Pharmacy,Woodbridge,Ontario,Yes,587 Hanlan Rd,2021-08-10,43.7721385,-79.5466855,L4L4R8,L4L,Costco
43.7723278-79.6620749IDA,Gore Pharmacy IDA,Brampton,Ontario,Yes,4515 Ebenezer Rd Suite 110,2021-12-12,43.7723278,-79.6620749,L6P2K7,L6P,IDA
43.7726783-79.2510177Shoppers Drug Mart,Shoppers Drug Mart,Scarborough,Ontario,Yes,1235 McCowan Rd,2024-02-19,43.7726783,-79.2510177,M1H3K3,M1H,Shoppers Drug Mart
43.7727921-79.3210997Other/Independent,Victoria Commons Pharmacy,Scarborough,Ontario,Yes,2555 Victoria Park Ave Unit 6,2024-09-26,43.7727921,-79.3210997,M1T1A3,M1T,Other/Independent
43.7728886-79.7790614Walmart,Wal-Mart Pharmacy,Brampton,Ontario,Yes,5085 Mayfield Rd,2024-10-09,43.7728886,-79.7790614,L6R3S9,L6R,Walmart
43.7742707-79.4931323Shoppers Drug Mart,Shoppers Drug Mart,Toronto,Ontario,Yes,4700 Keele St,2024-04-06,43.7742707,-79.4931323,M3J1P3,M3J,Shoppers Drug Mart
43.7749632-79.6125553Other/Independent,Alpha Woodbridge Pharmacy,Woodbridge,Ontario,Yes,5731 Hwy 7,2021-04-23,43.7749632,-79.6125553,L4L4Y9,L4L,Other/Independent
43.7750524-79.3223314Shoppers Drug Mart,Shoppers Drug Mart,Scarborough,Ontario,Yes,2901 Sheppard Ave E,2024-02-12,43.7750524,-79.3223314,M1T3J3,M1T,Shoppers Drug Mart
43.7754702-79.2305767Rexall,Rexall,Scarborough,Ontario,Yes,1127 Markham Rd,2023-02-18,43.7754702,-79.2305767,M1H2Y5,M1H,Rexall
43.7757281-79.2574487Shoppers Drug Mart,Shoppers Drug Mart,Scarborough,Ontario,Yes,300 Borough Dr,2024-02-11,43.7757281,-79.2574487,M1P4P5,M1P,Shoppers Drug Mart
43.7757281-79.2574487Walmart,Wal-Mart Pharmacy,Scarborough,Ontario,Yes,300 Borough Dr,2024-11-28,43.7757281,-79.2574487,M1P4P5,M1P,Walmart
43.776116-79.6112831Shoppers Drug Mart,Shoppers Drug Mart,Woodbridge,Ontario,Yes,5694 Hwy 7,2024-06-23,43.776116,-79.6112831,L4L1T8,L4L,Shoppers Drug Mart
43.7774281-79.4155611Other/Independent,Dynasty Pharmacy,North York,Ontario,Yes,5460 Yonge St Unit 106,2021-10-15,43.7774281,-79.4155611,M2N6K7,M2N,Other/Independent
43.7779901-79.3440914Shoppers Drug Mart,Shoppers Drug Mart,Willowdale,Ontario,Yes,1800 Sheppard Ave E,2024-06-06,43.7779901,-79.3440914,M2J5A7,M2J,Shoppers Drug Mart
43.7787466-79.7433269Shoppers Drug Mart,Shoppers Drug Mart,Brampton,Ontario,Yes,10970 Airport Rd,2023-06-13,43.7787466,-79.7433269,L6R0E1,L6R,Shoppers Drug Mart
43.7792498-79.3645956Shoppers Drug Mart,Shoppers Drug Mart,Toronto,Ontario,Yes,4865 Leslie St,2024-03-20,43.7792498,-79.3645956,M2J2K8,M2J,Shoppers Drug Mart
43.7804383-79.2982782Rexall,Rexall,Scarborough,Ontario,Yes,3607 Sheppard Ave E,2023-02-17,43.7804383,-79.2982782,M1T3K8,M1T,Rexall
43.7805326-79.2060768Shoppers Drug Mart,Shoppers Drug Mart,Scarborough,Ontario,Yes,2863 Ellesmere Rd,2024-02-05,43.7805326,-79.2060768,M1E5E9,M1E,Shoppers Drug Mart
43.7838397-79.6593835Other/Independent,Brampton Community Pharmacy,Brampton,Ontario,Yes,3975 Cottrelle Blvd Unit 12,2021-06-02,43.7838397,-79.6593835,L6P2P9,L6P,Other/Independent
43.7838577-79.2893272Shoppers Drug Mart,Shoppers Drug Mart,Scarborough,Ontario,Yes,2330 Kennedy Rd,2024-02-17,43.7838577,-79.2893272,M1T3H1,M1T,Shoppers Drug Mart
43.7841871-79.2921506Walmart,Wal-Mart Pharmacy,Scarborough,Ontario,Yes,3850 Sheppard Ave E,2024-11-30,43.7841871,-79.2921506,M1T3L4,M1T,Walmart
43.7847274-79.6622269Shoppers Drug Mart,Shoppers Drug Mart,Brampton,Ontario,Yes,3938 Cottrelle Blvd,2023-06-16,43.7847274,-79.6622269,L6P2R1,L6P,Shoppers Drug Mart
43.7847425-79.4716943Loblaw,Loblaw Pharmacy,Toronto,Ontario,Yes,51 Gerry Fitzgerald Dr,2022-04-13,43.7847425,-79.4716943,M3J3N4,M3J,Loblaw
43.784822-79.4463913Shoppers Drug Mart,Shoppers Drug Mart,North York,Ontario,Yes,5998 Bathurst St,2023-12-03,43.784822,-79.4463913,M2R1Z1,M2R,Shoppers Drug Mart
43.7850608-79.3100251Shoppers Drug Mart,Shoppers Drug Mart,Scarborough,Ontario,Yes,2355 Warden Ave,2024-02-08,43.7850608,-79.3100251,M1T1V7,M1T,Shoppers Drug Mart
43.7855394-79.6596981Other/Independent,Freshco,Brampton,Ontario,Yes,3998 Cottrelle Blvd,2021-11-20,43.7855394,-79.6596981,L6P2R1,L6P,Other/Independent
43.7857104-79.5902287IDA,Medbrands IDA Pharmacy,Woodbridge,Ontario,Yes,53 Woodbridge Ave Unit 1,2022-05-20,43.7857104,-79.5902287,L4L9K9,L4L,IDA
43.78574-79.5417277Costco,Costco Pharmacy,Woodbridge,Ontario,Yes,71 Colossus Dr,2021-08-11,43.78574,-79.5417277,L4L9J8,L4L,Costco
43.786069-79.624858Walmart,Walmart,Woodbridge,Ontario,Yes,8300 Hwy 27,2025-01-01,43.786069,-79.624858,L4H0R9,L4H,Walmart
43.7870769-79.7535931Pharmasave,Lacoste Pharmacy Pharmasave,Brampton,Ontario,Yes,60 Lacoste Blvd Unit 104,2022-02-14,43.7870769,-79.7535931,L6P2K2,L6P,Pharmasave
43.7875719-79.5570386Shoppers Drug Mart,Shoppers Drug Mart,Woodbridge,Ontario,Yes,4000 Hwy 7,2024-06-24,43.7875719,-79.5570386,L4L1A6,L4L,Shoppers Drug Mart
43.7890134-79.1397278Shoppers Drug Mart,Shoppers Drug Mart,Scarborough,Ontario,Yes,265 Port Union Rd,2024-02-15,43.7890134,-79.1397278,M1C2L3,M1C,Shoppers Drug Mart
43.7915276-79.4443473Shoppers Drug Mart,Shoppers Drug Mart,North York,Ontario,Yes,6205 Bathurst St,2023-12-02,43.7915276,-79.4443473,M2R2A5,M2R,Shoppers Drug Mart
43.7916316-79.5538902Other/Independent,Drug Smart Pharmacy,Woodbridge,Ontario,Yes,200 Windflower Gate Unit 700,2021-09-03,43.7916316,-79.5538902,L4L9L3,L4L,Other/Independent
43.79257-79.2391289Other/Independent,Markham Corners Pharmacy,Scarborough,Ontario,Yes,5113 Sheppard Ave E,2022-05-12,43.79257,-79.2391289,M1S4N8,M1S,Other/Independent
43.7929543-79.4177874Other/Independent,Aria Pharmacy,North York,Ontario,Yes,11 Newton Dr,2021-04-30,43.7929543,-79.4177874,M2M2M6,M2M,Other/Independent
43.7929882-79.4475336Sobeys,FreshCo Pharmacy #7265,Thornhill,Ontario,Yes,800 Steeles Ave W,2021-11-25,43.7929882,-79.4475336,L4J7L2,L4J,Sobeys
43.7943595-79.3294453Other/Independent,Village Square Pharmacy,Scarborough,Ontario,Yes,2942 Finch Ave E,2024-09-30,43.7943595,-79.3294453,M1W2T4,M1W,Other/Independent
43.794392-79.3534204Rexall,Rexall,Willowdale,Ontario,Yes,3555 Don Mills Rd,2023-03-30,43.794392,-79.3534204,M2H3N3,M2H,Rexall
43.7947029-79.4216736Other/Independent,Nofrills,North York,Ontario,Yes,6220 Yonge St,2022-07-11,43.7947029,-79.4216736,M2M3X4,M2M,Other/Independent
43.7948226-79.2405334Shoppers Drug Mart,Shoppers Drug Mart,Scarborough,Ontario,Yes,1780 Markham Rd,2024-02-22,43.7948226,-79.2405334,M1B2W2,M1B,Shoppers Drug Mart
43.7957493-79.2261707Other/Independent,Lapsley Pharmacy,Toronto,Ontario,Yes,27 Lapsley Rd,2022-02-18,43.7957493,-79.2261707,M1B1K1,M1B,Other/Independent
43.7962159-79.4222559Shoppers Drug Mart,Shoppers Drug Mart,North York,Ontario,Yes,6428 Yonge St,2023-12-01,43.7962159,-79.4222559,M2M3X4,M2M,Shoppers Drug Mart
43.7971562-79.1510611Shoppers Drug Mart,Shoppers Drug Mart,Scarborough,Ontario,Yes,91 Rylander Blvd Unit 1022,2024-02-20,43.7971562,-79.1510611,M1B5M5,M1B,Shoppers Drug Mart
43.7976384-79.2017578Walmart,Walmart,Scarborough,Ontario,Yes,799 Milner Ave,2024-12-31,43.7976384,-79.2017578,M1B3C3,M1B,Walmart
43.7976898-79.5370372Walmart,Wal-Mart Pharmacy,Vaughan,Ontario,Yes,670 Applewood Crescent,2024-12-21,43.7976898,-79.5370372,L4K0L4,L4K,Walmart
43.7982135-79.1412713Loblaw,Drugstore Pharmacy,Scarborough,Ontario,Yes,70 Island Rd,2021-10-03,43.7982135,-79.1412713,M1C2P5,M1C,Loblaw
43.7984704-79.1481948Pharmasave,Rylander Pharmasave,Toronto,Ontario,Yes,6758 Kingston Rd Unit 8,2023-04-26,43.7984704,-79.1481948,M1B1G8,M1B,Pharmasave
43.7986111-79.3180556Shoppers Drug Mart,Shoppers Drug Mart,Scarborough,Ontario,Yes,2900 Warden Ave,2024-02-07,43.7986111,-79.3180556,M1W2S8,M1W,Shoppers Drug Mart
43.7990508-79.420471Other/Independent,Galleria Pharmacy,Thornhill,Ontario,Yes,7040 Yonge St Unit E1,2021-12-01,43.7990508,-79.420471,L4J1V7,L4J,Other/Independent
43.8013095-79.1984082Other/Independent,People's Choice Remedy's Rx,Scarborough,Ontario,Yes,1145 Morningside Ave Unit 16,2022-08-15,43.8013095,-79.1984082,M1B0A7,M1B,Other/Independent
43.802426-79.2938831Rexall,Rexall,Scarborough,Ontario,Yes,4040 Finch Ave E,2023-02-16,43.802426,-79.2938831,M1S4V5,M1S,Rexall
43.804427-79.4385667Shoppers Drug Mart,Shoppers Drug Mart,Thornhill,Ontario,Yes,441 Clark Ave W,2024-03-12,43.804427,-79.4385667,L4J6W8,L4J,Shoppers Drug Mart
43.8046408-79.3846555Shoppers Drug Mart,Shoppers Drug Mart,Toronto,Ontario,Yes,1515 Steeles Ave E,2024-03-19,43.8046408,-79.3846555,M2M3Y7,M2M,Shoppers Drug Mart
43.8061875-79.4221179Other/Independent,Enhanced Care Phcy Thornhill,Thornhill,Ontario,Yes,7335 Yonge St,2021-10-20,43.8061875,-79.4221179,L3T2B2,L3T,Other/Independent
43.807725-79.452203Rexall,Rexall,Thornhill,Ontario,Yes,1 Promenade Circle Unit 183,2023-02-23,43.807725,-79.452203,L4J4P8,L4J,Rexall
43.8084303-79.2196494Other/Independent,Medical Pharmacy,Scarborough,Ontario,Yes,1333 Neilson Rd Unit 110,2022-05-23,43.8084303,-79.2196494,M1B4Y9,M1B,Other/Independent
43.8092547-79.2696046Other/Independent,Food Basics Pharmacy,Scarborough,Ontario,Yes,1571 Sandhurst Circle,2021-11-15,43.8092547,-79.2696046,M1V1V2,M1V,Other/Independent
43.8092547-79.2696046Shoppers Drug Mart,Shoppers Drug Mart,Scarborough,Ontario,Yes,1571 Sandhurst Circle,2024-02-18,43.8092547,-79.2696046,M1V1V2,M1V,Shoppers Drug Mart
43.8093399-79.2229982Shoppers Drug Mart,Shoppers Drug Mart,Scarborough,Ontario,Yes,1400 Neilson Rd,2024-02-09,43.8093399,-79.2229982,M1B0C2,M1B,Shoppers Drug Mart
43.8116505-79.4510506Walmart,Wal-Mart Pharmacy,Thornhill,Ontario,Yes,700 Centre St,2024-12-11,43.8116505,-79.4510506,L4J0A7,L4J,Walmart
43.8123008-79.359932Shoppers Drug Mart,Shoppers Drug Mart,Thornhill,Ontario,Yes,2900 Steeles Ave E Unit 8,2024-03-11,43.8123008,-79.359932,L3T4X1,L3T,Shoppers Drug Mart
43.8133323-79.398554IDA,Bayview IDA Pharmacy,Thornhill,Ontario,Yes,7355 Bayview Ave,2021-05-12,43.8133323,-79.398554,L3T5Z2,L3T,IDA
43.8143246-79.606517Guardian,Rutherford Guardian Drugs,Woodbridge,Ontario,Yes,5283 Rutherford Rd Unit 2,2023-04-22,43.8143246,-79.606517,L4H2T2,L4H,Guardian
43.8158977-79.4520688Shoppers Drug Mart,Shoppers Drug Mart,Thornhill,Ontario,Yes,8000 Bathurst St,2024-03-14,43.8158977,-79.4520688,L4J0B8,L4J,Shoppers Drug Mart
43.8173234-79.602129Shoppers Drug Mart,Shoppers Drug Mart,Woodbridge,Ontario,Yes,5100 Rutherford Rd,2024-06-26,43.8173234,-79.602129,L4H2J2,L4H,Shoppers Drug Mart
43.818044-79.1185127Shoppers Drug Mart,Shoppers Drug Mart,Pickering,Ontario,Yes,650 Kingston Rd,2024-01-25,43.818044,-79.1185127,L1V3N7,L1V,Shoppers Drug Mart
43.8198026-79.3982022Shoppers Drug Mart,Shoppers Drug Mart,Thornhill,Ontario,Yes,298 John St,2024-03-13,43.8198026,-79.3982022,L3T6M8,L3T,Shoppers Drug Mart
43.8212597-79.5555807Other/Independent,Weston Downs Pharmacy,Woodbridge,Ontario,Yes,9000 Won Rd Unit 9,2025-01-24,43.8212597,-79.5555807,L4L1A6,L4L,Other/Independent
43.8216551-79.3268171Shoppers Drug Mart,Shoppers Drug Mart,Markham,Ontario,Yes,7060 Warden Ave,2023-10-11,43.8216551,-79.3268171,L3R5Y2,L3R,Shoppers Drug Mart
43.8220295-79.112337Other/Independent,Durham Drug Store,Pickering,Ontario,Yes,780 Kingston Rd,2021-10-13,43.8220295,-79.112337,L1V0C5,L1V,Other/Independent
43.8229959-79.2485509Pharmasave,Health Check Pharmacy Pharmasave,Scarborough,Ontario,Yes,2826A Markham Rd,2021-12-27,43.8229959,-79.2485509,M1X1E6,M1X,Pharmasave
43.8237774-79.4241465Shoppers Drug Mart,Shoppers Drug Mart,Thornhill,Ontario,Yes,10 Royal Orchard Blvd,2024-03-10,43.8237774,-79.4241465,L3T3C3,L3T,Shoppers Drug Mart
43.8238401-79.2988429Other/Independent,Nofrills,Scarborough,Ontario,Yes,681 Silver Star Blvd,2022-07-14,43.8238401,-79.2988429,M1V5N1,M1V,Other/Independent
43.8245364-79.6098518Other/Independent,Prima Care Pharmacy,Woodbridge,Ontario,Yes,9600 Islington Ave Unit 9,2022-10-07,43.8245364,-79.6098518,L4H2T1,L4H,Other/Independent
43.8262506-79.5344382Shoppers Drug Mart,Shoppers Drug Mart,Vaughan,Ontario,Yes,1 Bass Pro Mills Dr Unit 341,2024-05-20,43.8262506,-79.5344382,L4K5W4,L4K,Shoppers Drug Mart
43.8265621-79.5570154Shoppers Drug Mart,Shoppers Drug Mart,Woodbridge,Ontario,Yes,9200 Won Rd Building C,2024-06-25,43.8265621,-79.5570154,L4H2P8,L4H,Shoppers Drug Mart
43.8265924-79.5553829Rexall,Rexall,Woodbridge,Ontario,Yes,3900 Rutherford Rd,2023-04-03,43.8265924,-79.5553829,L4H3G8,L4H,Rexall
43.828193-79.549166Other/Independent,Venice Pharmacy,Vaughan,Ontario,Yes,3530 Rutherford Rd Unit 76,2024-09-25,43.828193,-79.549166,L4H3T8,L4H,Other/Independent
43.8288152-79.4782983Guardian,Summeridge Guardian Pharmacy,Vaughan,Ontario,Yes,8707 Dufferin St Building D Unit 11-12A,2024-08-12,43.8288152,-79.4782983,L4J0A2,L4J,Guardian
43.8292716-79.5351408Guardian,Tuscany Guardian Pharmacy,Vaughan,Ontario,Yes,9100 Jane St Unit 16,2024-09-18,43.8292716,-79.5351408,L4K0A4,L4K,Guardian
43.8301982-79.1220416Rexall,Rexall,Pickering,Ontario,Yes,1822 Whites Rd Unit 28,2023-02-09,43.8301982,-79.1220416,L1V4M1,L1V,Rexall
43.8303255-79.0777013Guardian,Phaily Guardian Pharmacy,Pickering,Ontario,Yes,1477 Bayly St Unit 9A,2022-08-20,43.8303255,-79.0777013,L1W3R5,L1W,Guardian
43.8303767-79.0965531Shoppers Drug Mart,Shoppers Drug Mart,Pickering,Ontario,Yes,1105 Kingston Rd,2024-01-24,43.8303767,-79.0965531,L1V1B5,L1V,Shoppers Drug Mart
43.8305126-79.2799514Other/Independent,Hillcroft Pharmacy,Markham,Ontario,Yes,5 Hillcroft Dr Unit 7,2022-01-06,43.8305126,-79.2799514,L3S1R7,L3S,Other/Independent
43.8305725-80.5355541IDA,Walsh's IDA Pharmacy,Arthur,Ontario,Yes,200 George St,2025-01-03,43.8305725,-80.5355541,N0G1A0,N0G,IDA
43.831494-79.016383Rexall,Rexall,Ajax,Ontario,Yes,955 Wney Rd S Unit 7,2022-11-06,43.831494,-79.016383,L1S3K7,L1S,Rexall
43.8318539-79.4054078Other/Independent,Dales Pharmacy,Thornhill,Ontario,Yes,8200 Bayview Ave,2021-08-23,43.8318539,-79.4054078,L3T2S2,L3T,Other/Independent
43.8323974-79.09116Loblaw,Loblaw Pharmacy,Pickering,Ontario,Yes,1792 Liverpool Rd,2022-04-03,43.8323974,-79.09116,L1V1V9,L1V,Loblaw
43.833114-79.265375Shoppers Drug Mart,Shoppers Drug Mart,Scarborough,Ontario,Yes,5671 Steeles Ave E,2024-02-16,43.833114,-79.265375,M1V5P6,M1V,Shoppers Drug Mart
43.8333939-79.2553806Walmart,Wal-Mart Pharmacy,Scarborough,Ontario,Yes,5995 Steeles Ave E,2024-11-29,43.8333939,-79.2553806,M1V5P6,M1V,Walmart
43.8336662-79.3074718Shoppers Drug Mart,Shoppers Drug Mart,Markham,Ontario,Yes,1661 Denison St Unit T13,2023-10-07,43.8336662,-79.3074718,L3R6E4,L3R,Shoppers Drug Mart
43.8342841-80.8504498Other/Independent,The Prescription Shoppe,Palmerston,Ontario,Yes,261 Main St W,2024-09-04,43.8342841,-80.8504498,N0G2P0,N0G,Other/Independent
43.8361864-79.0860415Shoppers Drug Mart,Shoppers Drug Mart,Pickering,Ontario,Yes,1355 Kingston Rd,2024-01-23,43.8361864,-79.0860415,L1V1B8,L1V,Shoppers Drug Mart
43.8387383-79.2502248Other/Independent,NoFrills Pharmacy,Markham,Ontario,Yes,7075 Markham Rd,2022-07-21,43.8387383,-79.2502248,L3S3J9,L3S,Other/Independent
43.8415785-79.3905054Other/Independent,St Mary Pharmacy,Thornhill,Ontario,Yes,95 Times Ave Unit C2,2024-08-04,43.8415785,-79.3905054,L3T0A2,L3T,Other/Independent
43.8419304-79.4834832Shoppers Drug Mart,Shoppers Drug Mart,Vaughan,Ontario,Yes,9200 Dufferin St,2024-05-23,43.8419304,-79.4834832,L4K0C6,L4K,Shoppers Drug Mart
43.8420252-79.0669772Other/Independent,People's Choice Drug Mart,Pickering,Ontario,Yes,1755 Pickering Parkway Unit A2,2022-08-14,43.8420252,-79.0669772,L1V6K5,L1V,Other/Independent
43.8420667-79.4158803Walmart,Walmart,Richmond Hill,Ontario,Yes,255 Silver Linden Dr,2024-12-29,43.8420667,-79.4158803,L4B4V5,L4B,Walmart
43.8422443-79.1052941Rexall,Rexall,Pickering,Ontario,Yes,1900 Dixie Rd,2023-02-10,43.8422443,-79.1052941,L1V6M4,L1V,Rexall
43.8426245-79.0212132Other/Independent,Health-Rite Pharmacy,Ajax,Ontario,Yes,75 Bayly St W,2021-12-29,43.8426245,-79.0212132,L1S7K7,L1S,Other/Independent
43.8436912-79.4293345Shoppers Drug Mart,Shoppers Drug Mart,Richmond Hill,Ontario,Yes,8865 Yonge St,2024-01-31,43.8436912,-79.4293345,L4C6Z1,L4C,Shoppers Drug Mart
43.8437237-79.4109982Loblaw,Loblaw Pharmacy,Richmond Hill,Ontario,Yes,301 High Tech Rd,2022-04-05,43.8437237,-79.4109982,L4B4R2,L4B,Loblaw
43.8447407-79.5590708Shoppers Drug Mart,Shoppers Drug Mart,Vaughan,Ontario,Yes,3737 Major MacKenzie Dr,2024-05-21,43.8447407,-79.5590708,L4H0A2,L4H,Shoppers Drug Mart
43.8447407-79.5590708Sobeys,FreshCo Pharmacy,Woodbridge,Ontario,Yes,3737 Major Mackenzie Dr,2021-11-24,43.8447407,-79.5590708,L4H0A2,L4H,Sobeys
43.8449491-79.3835118Other/Independent,Times Pharmacy,Richmond Hill,Ontario,Yes,550 Hwy 7 E Unit 95D,2024-09-08,43.8449491,-79.3835118,L4B3Z4,L4B,Other/Independent
43.8449693-79.0721407Walmart,Wal-Mart Pharmacy,Pickering,Ontario,Yes,1899 Brock Rd,2024-11-24,43.8449693,-79.0721407,L1V4H7,L1V,Walmart
43.8452048-79.5351891Other/Independent,Peace Medical Pharmacy,Vaughan,Ontario,Yes,9699 Jane St Unit 19,2022-08-12,43.8452048,-79.5351891,L6A0A4,L6A,Other/Independent
43.8456861-79.0208886Shoppers Drug Mart,Shoppers Drug Mart,Ajax,Ontario,Yes,314 Harwood Ave S,2023-05-12,43.8456861,-79.0208886,L1S2J1,L1S,Shoppers Drug Mart
43.8457215-79.3539481Costco,Costco Pharmacy,Markham,Ontario,Yes,1 Yorktech Dr,2021-07-24,43.8457215,-79.3539481,L6G1A6,L6G,Costco
43.845992-79.021327Other/Independent,Food Basics Pharmacy,Ajax,Ontario,Yes,280 Harwood Ave S,2021-11-08,43.845992,-79.021327,L1S2J1,L1S,Other/Independent
43.8465781-79.4600501Sobeys,Sobeys Pharmacy,Vaughan,Ontario,Yes,9200 Bathurst St,2024-07-26,43.8465781,-79.4600501,L4J8W1,L4J,Sobeys
43.8477124-79.4613989Shoppers Drug Mart,Shoppers Drug Mart,Vaughan,Ontario,Yes,9306 Bathurst St,2024-05-22,43.8477124,-79.4613989,L6A4N9,L6A,Shoppers Drug Mart
43.8480683-79.0212747Rexall,Rexall,Ajax,Ontario,Yes,240 Harwood Ave S,2022-11-04,43.8480683,-79.0212747,L1S2H6,L1S,Rexall
43.8483415-79.5552512Walmart,Wal-Mart Pharmacy,Vaughan,Ontario,Yes,3600 Major Mackenzie Dr,2024-12-19,43.8483415,-79.5552512,L6A1S1,L6A,Walmart
43.8487565-79.5348063Shoppers Drug Mart,Shoppers Drug Mart,Maple,Ontario,Yes,2943 Major Mackenzie Dr,2023-10-02,43.8487565,-79.5348063,L6A3N9,L6A,Shoppers Drug Mart
43.8487844-79.071542Other/Independent,Super Rx Pharmacy,Pickering,Ontario,Yes,1725 Kingston Rd Unit 9,2024-08-14,43.8487844,-79.071542,L1V4L9,L1V,Other/Independent
43.8492237-79.5327694Loblaw,Drugstore Pharmacy,Vaughan,Ontario,Yes,2911 Major Mackenzie Dr,2021-10-07,43.8492237,-79.5327694,L6A3N9,L6A,Loblaw
43.8503145-79.0218166Other/Independent,Bowen'S Pharmacy,Ajax,Ontario,Yes,88 Harwood Ave S,2021-05-28,43.8503145,-79.0218166,L1S2H6,L1S,Other/Independent
43.8505814-79.3577321Other/Independent,Focus Drug Mart,Markham,Ontario,Yes,3000 Hwy 7 E,2021-11-07,43.8505814,-79.3577321,L3R6E1,L3R,Other/Independent
43.8514712-79.2505772Costco,Costco Pharmacy,Markham,Ontario,Yes,65 Kirkham Dr,2021-07-25,43.8514712,-79.2505772,L3S0A9,L3S,Costco
43.8517659-79.4331594Other/Independent,Richmond Pharmacy,Richmond Hill,Ontario,Yes,9206 Yonge St,2023-04-14,43.8517659,-79.4331594,L4C7A2,L4C,Other/Independent
43.851878-79.522317Other/Independent,Drugcare Pharmacy,Maple,Ontario,Yes,2563 Major Mackenzie Dr Unit 10,2021-09-13,43.851878,-79.522317,L6A2E8,L6A,Other/Independent
43.8521717-79.4324455Other/Independent,Beverly Med Pharmacy,Richmond Hill,Ontario,Yes,9201 Yonge St Unit NW-6,2021-05-17,43.8521717,-79.4324455,L4C1H9,L4C,Other/Independent
43.8538794-79.2572371Shoppers Drug Mart,Shoppers Drug Mart,Markham,Ontario,Yes,7700 Markham Rd,2023-10-08,43.8538794,-79.2572371,L3S3K5,L3S,Shoppers Drug Mart
43.8547149-79.2575368Other/Independent,Markham Healthplex Pharmacy,Markham,Ontario,Yes,5995 14th Ave Unit A2B,2022-05-13,43.8547149,-79.2575368,L3S0A2,L3S,Other/Independent
43.855056-79.512818Shoppers Drug Mart,Shoppers Drug Mart,Maple,Ontario,Yes,2266 Major Mackenzie Dr,2023-10-03,43.855056,-79.512818,L6A3Y7,L6A,Shoppers Drug Mart
43.8556555-79.4317086Loblaw,The Drugstore Pharmacy,Richmond Hill,Ontario,Yes,9325 Yonge St,2024-08-30,43.8556555,-79.4317086,L4C1V4,L4C,Loblaw
43.8556555-79.4317086Other/Independent,Uptown Apothecary,Richmond Hill,Ontario,Yes,9325 Yonge St,2024-09-23,43.8556555,-79.4317086,L4C0A8,L4C,Other/Independent
43.8560716-79.4358908Shoppers Drug Mart,Shoppers Drug Mart,Richmond Hill,Ontario,Yes,9350 Yonge St,2024-01-29,43.8560716,-79.4358908,L4C5G2,L4C,Shoppers Drug Mart
43.8575678-79.0802379Other/Independent,Superseven Pharmacy,Pickering,Ontario,Yes,2200 Brock Rd Unit 15,2024-08-16,43.8575678,-79.0802379,L1X2R2,L1X,Other/Independent
43.8576717-79.5028396Walmart,Wal-Mart Pharmacy,Vaughan,Ontario,Yes,1900 Major Mackenzie Dr,2024-12-20,43.8576717,-79.5028396,L6A4R9,L6A,Walmart
43.8584218-79.3328095Loblaw,The Drugstore Pharmacy,Markham,Ontario,Yes,8601 Warden Ave,2024-08-28,43.8584218,-79.3328095,L3R0B5,L3R,Loblaw
43.8584218-79.3328095Shoppers Drug Mart,Shoppers Drug Mart,Markham,Ontario,Yes,8601 Warden Ave,2023-10-10,43.8584218,-79.3328095,L3R8W3,L3R,Shoppers Drug Mart
43.8585144-78.9453087Other/Independent,Lovell Drugs,Whitby,Ontario,Yes,617 Victoria St W Unit 9,2022-05-03,43.8585144,-78.9453087,L1N0E4,L1N,Other/Independent
43.858914-79.0401394Shoppers Drug Mart,Shoppers Drug Mart,Ajax,Ontario,Yes,15 Wney Rd N,2023-05-11,43.858914,-79.0401394,L1T1P4,L1T,Shoppers Drug Mart
